tick,interval,received,coalesced,ring_overrun,priority_full,tx_errors,can_errors,can_error_code,loops,loop_gap_ms,enabled_mask,target1,target2,target_gap1_ms,target_gap2_ms,iq1,iq2,position1,position2,velocity1,velocity2,type2_1,type2_2,tx_complete
177443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
178443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
179443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
180443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
181443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
182443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
183443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
184443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
185443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
186443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
187443,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
188443,1000,53,0,0,0,0,0,0,500,2,3,55,142,66856,66828,100,71,100,71,100,71,58,145,710
189443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,971
190443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,972
191443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,968
192443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,968
193443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,971
194443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,970
195443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,971
196443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,973
197443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,966
198443,1000,86,0,0,0,0,0,0,500,2,3,186,500,10,2,100,0,100,0,100,0,186,500,968
199443,1000,88,0,0,0,0,0,0,500,2,3,188,500,10,2,100,0,100,0,100,0,188,500,966
200443,1000,87,0,0,0,0,0,0,500,2,3,187,500,10,2,100,0,100,0,100,0,187,500,966
201443,1000,88,0,0,0,0,0,0,500,2,3,188,500,10,2,100,0,100,0,100,0,187,500,968
202443,1000,86,0,0,0,0,0,0,500,2,3,186,500,10,2,100,0,100,0,100,0,187,500,968
203443,1000,86,0,0,0,0,0,0,500,2,3,186,500,10,2,100,0,100,0,100,0,186,500,966
204443,1000,85,0,0,0,0,0,0,500,2,3,185,500,10,2,100,0,100,0,100,0,184,500,964
205443,1000,89,0,0,0,0,0,0,500,2,3,189,500,10,2,100,0,100,0,100,0,190,500,972
206443,1000,92,0,0,0,0,0,0,500,2,3,192,500,10,2,100,0,100,0,100,0,191,500,968
207443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,191,500,971
208443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,190,500,969
209443,1000,89,0,0,0,0,0,0,500,2,3,189,500,10,2,100,0,100,0,100,0,190,500,971
210443,1000,91,0,0,0,0,0,0,500,2,3,191,500,10,2,100,0,100,0,100,0,191,500,966
211443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,972
212443,1000,90,0,0,0,0,0,0,500,2,3,190,500,10,2,100,0,100,0,100,0,190,500,967
