tick_ms,position_mm,velocity_mm_s,target_mm_s,internal_model_mm_s,current_command_A,unsaturated_current_A,saturated
8.318200000000000000e+04,2.636039999999999850e+02,3.076789999999999736e+02,4.000000000000000000e+02,3.159460000000000264e+02,6.000000000000000000e+00,7.798000000000000043e+00,1.000000000000000000e+00
8.318400000000000000e+04,2.642359999999999900e+02,3.103829999999999814e+02,4.000000000000000000e+02,3.192409999999999854e+02,6.000000000000000000e+00,8.164999999999999147e+00,1.000000000000000000e+00
8.318600000000000000e+04,2.648779999999999859e+02,3.184499999999999886e+02,4.000000000000000000e+02,3.224080000000000155e+02,5.690000000000000391e+00,5.690000000000000391e+00,0.000000000000000000e+00
8.318800000000000000e+04,2.655509999999999877e+02,3.264710000000000036e+02,4.000000000000000000e+02,3.254510000000000218e+02,3.152000000000000135e+00,3.152000000000000135e+00,0.000000000000000000e+00
8.319000000000000000e+04,2.662359999999999900e+02,3.387540000000000191e+02,4.000000000000000000e+02,3.283740000000000236e+02,-1.774000000000000021e+00,-1.774000000000000021e+00,0.000000000000000000e+00
8.319400000000000000e+04,2.676340000000000146e+02,3.466379999999999768e+02,4.000000000000000000e+02,3.338809999999999718e+02,-3.633000000000000007e+00,-3.633000000000000007e+00,0.000000000000000000e+00
8.319600000000000000e+04,2.682980000000000018e+02,3.409080000000000155e+02,4.000000000000000000e+02,3.364730000000000132e+02,3.880000000000000115e-01,3.880000000000000115e-01,0.000000000000000000e+00
8.319800000000000000e+04,2.689560000000000173e+02,3.318330000000000268e+02,4.000000000000000000e+02,3.389639999999999986e+02,6.000000000000000000e+00,6.278999999999999915e+00,1.000000000000000000e+00
8.320000000000000000e+04,2.696089999999999804e+02,3.276630000000000109e+02,4.000000000000000000e+02,3.413570000000000277e+02,6.000000000000000000e+00,9.791999999999999815e+00,1.000000000000000000e+00
8.320400000000000000e+04,2.708690000000000282e+02,3.383879999999999768e+02,4.000000000000000000e+02,3.458659999999999854e+02,6.000000000000000000e+00,6.751999999999999780e+00,1.000000000000000000e+00
8.320600000000000000e+04,2.716770000000000209e+02,3.479669999999999845e+02,4.000000000000000000e+02,3.479889999999999759e+02,2.978000000000000203e+00,2.978000000000000203e+00,0.000000000000000000e+00
8.320800000000000000e+04,2.723759999999999764e+02,3.570419999999999732e+02,4.000000000000000000e+02,3.500280000000000200e+02,-7.099999999999999645e-01,-7.099999999999999645e-01,0.000000000000000000e+00
8.321000000000000000e+04,2.731229999999999905e+02,3.671250000000000000e+02,4.000000000000000000e+02,3.519870000000000232e+02,-5.118999999999999773e+00,-5.118999999999999773e+00,0.000000000000000000e+00
8.321200000000000000e+04,2.738539999999999850e+02,3.669420000000000073e+02,4.000000000000000000e+02,3.538700000000000045e+02,-4.402000000000000135e+00,-4.402000000000000135e+00,0.000000000000000000e+00
8.321400000000000000e+04,2.745860000000000127e+02,3.615790000000000077e+02,4.000000000000000000e+02,3.556789999999999736e+02,-9.819999999999999840e-01,-9.819999999999999840e-01,0.000000000000000000e+00
8.321600000000000000e+04,2.752730000000000246e+02,3.531920000000000073e+02,4.000000000000000000e+02,3.574169999999999732e+02,4.134000000000000341e+00,4.134000000000000341e+00,0.000000000000000000e+00
8.321800000000000000e+04,2.786949999999999932e+02,3.424209999999999923e+02,4.000000000000000000e+02,3.590860000000000127e+02,6.000000000000000000e+00,1.065799999999999947e+01,1.000000000000000000e+00
8.322000000000000000e+04,2.769929999999999950e+02,3.449420000000000073e+02,4.000000000000000000e+02,3.606909999999999741e+02,6.000000000000000000e+00,1.030700000000000038e+01,1.000000000000000000e+00
8.322200000000000000e+04,2.777080000000000268e+02,3.525040000000000191e+02,4.000000000000000000e+02,3.622320000000000277e+02,6.000000000000000000e+00,7.301000000000000156e+00,1.000000000000000000e+00
8.322400000000000000e+04,2.784689999999999941e+02,3.630919999999999845e+02,4.000000000000000000e+02,3.637130000000000223e+02,2.700000000000000178e+00,2.700000000000000178e+00,0.000000000000000000e+00
8.322600000000000000e+04,2.792210000000000036e+02,3.726250000000000000e+02,0.000000000000000000e+00,3.494519999999999982e+02,-6.000000000000000000e+00,-1.752400000000000091e+01,1.000000000000000000e+00
8.322800000000000000e+04,2.799409999999999741e+02,3.758330000000000268e+02,0.000000000000000000e+00,3.357490000000000236e+02,-6.000000000000000000e+00,-2.619900000000000162e+01,1.000000000000000000e+00
8.323000000000000000e+04,2.806879999999999882e+02,3.690960000000000036e+02,0.000000000000000000e+00,3.225849999999999795e+02,-6.000000000000000000e+00,-2.943100000000000094e+01,1.000000000000000000e+00
8.323400000000000000e+04,2.817559999999999718e+02,3.533290000000000077e+02,0.000000000000000000e+00,2.977830000000000155e+02,-6.000000000000000000e+00,-3.392999999999999972e+01,1.000000000000000000e+00
8.323600000000000000e+04,2.827300000000000182e+02,3.332080000000000268e+02,0.000000000000000000e+00,2.861070000000000277e+02,-6.000000000000000000e+00,-2.945400000000000063e+01,1.000000000000000000e+00
8.323800000000000000e+04,2.833709999999999809e+02,3.216120000000000232e+02,0.000000000000000000e+00,2.748879999999999768e+02,-6.000000000000000000e+00,-2.918199999999999861e+01,1.000000000000000000e+00
8.324000000000000000e+04,2.839929999999999950e+02,3.056630000000000109e+02,0.000000000000000000e+00,2.641100000000000136e+02,-6.000000000000000000e+00,-2.642500000000000071e+01,1.000000000000000000e+00
8.324600000000000000e+04,2.856030000000000086e+02,2.586829999999999927e+02,0.000000000000000000e+00,2.342439999999999998e+02,-6.000000000000000000e+00,-1.737399999999999878e+01,1.000000000000000000e+00
8.324800000000000000e+04,2.860670000000000073e+02,2.445670000000000073e+02,0.000000000000000000e+00,2.250600000000000023e+02,-6.000000000000000000e+00,-1.477399999999999913e+01,1.000000000000000000e+00
8.325000000000000000e+04,2.865149999999999864e+02,2.254540000000000077e+02,0.000000000000000000e+00,2.162350000000000136e+02,-6.000000000000000000e+00,-9.398999999999999133e+00,1.000000000000000000e+00
8.325200000000000000e+04,2.869220000000000255e+02,2.066630000000000109e+02,0.000000000000000000e+00,2.077560000000000002e+02,-4.027000000000000135e+00,-4.027000000000000135e+00,0.000000000000000000e+00
8.325400000000000000e+04,2.872909999999999968e+02,1.907119999999999891e+02,0.000000000000000000e+00,1.996100000000000136e+02,1.290000000000000036e-01,1.290000000000000036e-01,0.000000000000000000e+00
8.325600000000000000e+04,2.876429999999999723e+02,1.796210000000000093e+02,0.000000000000000000e+00,1.917829999999999870e+02,2.091000000000000192e+00,2.091000000000000192e+00,0.000000000000000000e+00
8.325800000000000000e+04,2.879839999999999804e+02,1.715540000000000020e+02,0.000000000000000000e+00,1.842630000000000052e+02,2.708000000000000185e+00,2.708000000000000185e+00,0.000000000000000000e+00
8.326000000000000000e+04,2.883220000000000027e+02,1.677040000000000077e+02,0.000000000000000000e+00,1.770380000000000109e+02,1.292999999999999927e+00,1.292999999999999927e+00,0.000000000000000000e+00
8.326200000000000000e+04,2.886589999999999918e+02,1.663750000000000000e+02,0.000000000000000000e+00,1.700960000000000036e+02,-1.362999999999999989e+00,-1.362999999999999989e+00,0.000000000000000000e+00
8.326400000000000000e+04,2.889889999999999759e+02,1.656879999999999882e+02,0.000000000000000000e+00,1.634269999999999925e+02,-4.336999999999999744e+00,-4.336999999999999744e+00,0.000000000000000000e+00
8.326600000000000000e+04,2.893050000000000068e+02,1.609670000000000130e+02,0.000000000000000000e+00,1.570190000000000055e+02,-5.208999999999999631e+00,-5.208999999999999631e+00,0.000000000000000000e+00
8.326800000000000000e+04,2.896170000000000186e+02,1.567959999999999923e+02,0.000000000000000000e+00,1.508619999999999948e+02,-6.000000000000000000e+00,-6.266000000000000014e+00,1.000000000000000000e+00
8.327000000000000000e+04,2.898929999999999723e+02,1.485459999999999923e+02,0.000000000000000000e+00,1.449470000000000027e+02,-5.120000000000000107e+00,-5.120000000000000107e+00,0.000000000000000000e+00
8.327200000000000000e+04,2.901639999999999873e+02,1.358040000000000020e+02,0.000000000000000000e+00,1.392630000000000052e+02,-1.475999999999999979e+00,-1.475999999999999979e+00,0.000000000000000000e+00
8.327600000000000000e+04,2.906360000000000241e+02,1.173329999999999984e+02,0.000000000000000000e+00,1.285560000000000116e+02,2.984999999999999876e+00,2.984999999999999876e+00,0.000000000000000000e+00
8.327800000000000000e+04,2.908500000000000227e+02,1.146749999999999972e+02,0.000000000000000000e+00,1.235150000000000006e+02,2.035000000000000142e+00,2.035000000000000142e+00,0.000000000000000000e+00
8.328000000000000000e+04,2.910720000000000027e+02,1.151790000000000020e+02,0.000000000000000000e+00,1.186719999999999970e+02,-5.120000000000000107e-01,-5.120000000000000107e-01,0.000000000000000000e+00
8.328200000000000000e+04,2.912909999999999968e+02,1.096329999999999956e+02,0.000000000000000000e+00,1.140190000000000055e+02,7.099999999999999367e-02,7.099999999999999367e-02,0.000000000000000000e+00
8.328600000000000000e+04,2.917280000000000086e+02,1.035829999999999984e+02,0.000000000000000000e+00,1.052530000000000001e+02,-1.131999999999999895e+00,-1.131999999999999895e+00,0.000000000000000000e+00
8.328800000000000000e+04,2.919309999999999832e+02,1.028960000000000008e+02,0.000000000000000000e+00,1.011260000000000048e+02,-2.849000000000000199e+00,-2.849000000000000199e+00,0.000000000000000000e+00
8.329000000000000000e+04,2.921349999999999909e+02,9.803799999999999670e+01,0.000000000000000000e+00,9.716100000000000136e+01,-2.387999999999999901e+00,-2.387999999999999901e+00,0.000000000000000000e+00
8.329200000000000000e+04,2.923269999999999982e+02,9.620399999999999352e+01,0.000000000000000000e+00,9.335099999999999909e+01,-3.402000000000000135e+00,-3.402000000000000135e+00,0.000000000000000000e+00
8.329400000000000000e+04,2.925210000000000150e+02,8.983299999999999841e+01,0.000000000000000000e+00,8.969100000000000250e+01,-2.021999999999999797e+00,-2.021999999999999797e+00,0.000000000000000000e+00
8.329600000000000000e+04,2.926610000000000014e+02,8.694599999999999795e+01,0.000000000000000000e+00,8.617400000000000659e+01,-2.322000000000000064e+00,-2.322000000000000064e+00,0.000000000000000000e+00
8.329800000000000000e+04,2.928210000000000264e+02,8.075799999999999557e+01,0.000000000000000000e+00,8.279500000000000171e+01,-8.469999999999999751e-01,-8.469999999999999751e-01,0.000000000000000000e+00
8.330000000000000000e+04,2.929820000000000277e+02,7.704600000000000648e+01,0.000000000000000000e+00,7.954800000000000182e+01,-5.310000000000000275e-01,-5.310000000000000275e-01,0.000000000000000000e+00
8.330200000000000000e+04,2.931159999999999854e+02,6.966700000000000159e+01,0.000000000000000000e+00,7.642900000000000205e+01,1.768999999999999906e+00,1.768999999999999906e+00,0.000000000000000000e+00
8.330400000000000000e+04,2.932400000000000091e+02,6.732899999999999352e+01,0.000000000000000000e+00,7.343200000000000216e+01,1.600000000000000089e+00,1.600000000000000089e+00,0.000000000000000000e+00
8.330600000000000000e+04,2.933709999999999809e+02,6.448799999999999955e+01,0.000000000000000000e+00,7.055299999999999727e+01,1.741000000000000103e+00,1.741000000000000103e+00,0.000000000000000000e+00
8.330800000000000000e+04,2.934780000000000086e+02,5.490800000000000125e+01,0.000000000000000000e+00,6.778700000000000614e+01,5.445999999999999730e+00,5.445999999999999730e+00,0.000000000000000000e+00
8.331000000000000000e+04,2.935880000000000223e+02,5.761299999999999955e+01,0.000000000000000000e+00,6.512900000000000489e+01,2.963000000000000078e+00,2.963000000000000078e+00,0.000000000000000000e+00
8.331200000000000000e+04,2.937060000000000173e+02,5.206700000000000017e+01,0.000000000000000000e+00,6.257500000000000284e+01,4.709999999999999964e+00,4.709999999999999964e+00,0.000000000000000000e+00
8.331600000000000000e+04,2.940169999999999959e+02,6.732899999999999352e+01,0.000000000000000000e+00,5.776400000000000290e+01,-5.530999999999999694e+00,-5.530999999999999694e+00,0.000000000000000000e+00
8.331800000000000000e+04,2.941549999999999727e+02,6.650400000000000489e+01,0.000000000000000000e+00,5.549900000000000233e+01,-6.000000000000000000e+00,-6.448000000000000398e+00,1.000000000000000000e+00
8.332000000000000000e+04,2.942570000000000050e+02,5.692499999999999716e+01,0.000000000000000000e+00,5.332300000000000040e+01,-2.797000000000000153e+00,-2.797000000000000153e+00,0.000000000000000000e+00
8.332200000000000000e+04,2.943580000000000041e+02,5.389999999999999858e+01,0.000000000000000000e+00,5.123199999999999932e+01,-2.370000000000000107e+00,-2.370000000000000107e+00,0.000000000000000000e+00
8.332600000000000000e+04,2.945230000000000246e+02,4.299199999999999733e+01,0.000000000000000000e+00,4.729299999999999926e+01,1.415000000000000036e+00,1.415000000000000036e+00,0.000000000000000000e+00
8.332800000000000000e+04,2.945869999999999891e+02,3.712500000000000000e+01,0.000000000000000000e+00,4.543900000000000006e+01,3.616000000000000103e+00,3.616000000000000103e+00,0.000000000000000000e+00
8.333000000000000000e+04,2.946530000000000200e+02,3.038800000000000168e+01,0.000000000000000000e+00,4.365699999999999648e+01,6.000000000000000000e+00,6.376000000000000334e+00,1.000000000000000000e+00
8.333200000000000000e+04,2.947230000000000132e+02,3.561200000000000188e+01,0.000000000000000000e+00,4.194500000000000028e+01,3.059000000000000163e+00,3.059000000000000163e+00,0.000000000000000000e+00
8.333400000000000000e+04,2.947980000000000018e+02,3.643800000000000239e+01,0.000000000000000000e+00,4.030100000000000193e+01,1.929999999999999938e+00,1.929999999999999938e+00,0.000000000000000000e+00
8.333600000000000000e+04,2.948940000000000055e+02,4.248700000000000188e+01,0.000000000000000000e+00,3.871999999999999886e+01,-1.939999999999999947e+00,-1.939999999999999947e+00,0.000000000000000000e+00
8.333800000000000000e+04,2.949719999999999800e+02,4.532900000000000063e+01,0.000000000000000000e+00,3.720199999999999818e+01,-4.275999999999999801e+00,-4.275999999999999801e+00,0.000000000000000000e+00
8.334000000000000000e+04,2.950489999999999782e+02,3.694200000000000017e+01,0.000000000000000000e+00,3.574300000000000210e+01,-8.319999999999999618e-01,-8.319999999999999618e-01,0.000000000000000000e+00
8.334200000000000000e+04,2.951159999999999854e+02,3.776700000000000301e+01,0.000000000000000000e+00,3.434199999999999875e+01,-2.003000000000000114e+00,-2.003000000000000114e+00,0.000000000000000000e+00
8.334400000000000000e+04,2.951680000000000064e+02,2.924200000000000088e+01,0.000000000000000000e+00,3.299499999999999744e+01,1.673000000000000043e+00,1.673000000000000043e+00,0.000000000000000000e+00
8.334600000000000000e+04,2.952149999999999750e+02,2.351300000000000168e+01,0.000000000000000000e+00,3.170200000000000173e+01,4.078000000000000291e+00,4.078000000000000291e+00,0.000000000000000000e+00
8.334800000000000000e+04,2.952679999999999723e+02,2.534600000000000009e+01,0.000000000000000000e+00,3.045899999999999963e+01,2.669999999999999929e+00,2.669999999999999929e+00,0.000000000000000000e+00
8.335000000000000000e+04,2.953210000000000264e+02,2.685800000000000054e+01,0.000000000000000000e+00,2.926399999999999935e+01,1.387000000000000011e+00,1.387000000000000011e+00,0.000000000000000000e+00
8.335200000000000000e+04,2.953720000000000141e+02,2.571300000000000097e+01,0.000000000000000000e+00,2.811700000000000088e+01,1.453000000000000069e+00,1.453000000000000069e+00,0.000000000000000000e+00
8.335600000000000000e+04,2.954920000000000186e+02,3.176300000000000168e+01,0.000000000000000000e+00,2.595499999999999829e+01,-2.717999999999999972e+00,-2.717999999999999972e+00,0.000000000000000000e+00
8.335800000000000000e+04,2.955439999999999827e+02,2.905799999999999983e+01,0.000000000000000000e+00,2.493700000000000117e+01,-1.955000000000000071e+00,-1.955000000000000071e+00,0.000000000000000000e+00
8.336000000000000000e+04,2.955880000000000223e+02,2.300799999999999912e+01,0.000000000000000000e+00,2.396000000000000085e+01,6.059999999999999831e-01,6.059999999999999831e-01,0.000000000000000000e+00
8.336200000000000000e+04,2.956329999999999814e+02,2.218299999999999983e+01,0.000000000000000000e+00,2.301999999999999957e+01,5.779999999999999583e-01,5.779999999999999583e-01,0.000000000000000000e+00
8.336600000000000000e+04,2.957029999999999745e+02,1.732499999999999929e+01,0.000000000000000000e+00,2.125000000000000000e+01,2.225000000000000089e+00,2.225000000000000089e+00,0.000000000000000000e+00
8.336800000000000000e+04,2.957250000000000227e+02,1.310800000000000054e+01,0.000000000000000000e+00,2.041700000000000159e+01,4.083000000000000185e+00,4.083000000000000185e+00,0.000000000000000000e+00
8.337000000000000000e+04,2.957500000000000000e+02,1.145800000000000018e+01,0.000000000000000000e+00,1.961599999999999966e+01,4.695999999999999730e+00,4.695999999999999730e+00,0.000000000000000000e+00
8.337200000000000000e+04,2.957839999999999918e+02,1.393299999999999983e+01,0.000000000000000000e+00,1.884700000000000131e+01,3.197000000000000064e+00,3.197000000000000064e+00,0.000000000000000000e+00
8.337400000000000000e+04,2.958469999999999800e+02,2.369600000000000151e+01,0.000000000000000000e+00,1.810800000000000054e+01,-2.150999999999999801e+00,-2.150999999999999801e+00,0.000000000000000000e+00
8.337600000000000000e+04,2.959189999999999827e+02,3.561200000000000188e+01,0.000000000000000000e+00,1.739799999999999969e+01,-6.000000000000000000e+00,-8.813000000000000611e+00,1.000000000000000000e+00
8.337800000000000000e+04,2.959789999999999850e+02,3.290800000000000125e+01,0.000000000000000000e+00,1.671600000000000108e+01,-6.000000000000000000e+00,-8.006000000000000227e+00,1.000000000000000000e+00
8.338000000000000000e+04,2.960419999999999732e+02,3.139600000000000080e+01,0.000000000000000000e+00,1.606099999999999994e+01,-6.000000000000000000e+00,-7.796000000000000263e+00,1.000000000000000000e+00
8.338200000000000000e+04,2.960869999999999891e+02,2.855399999999999849e+01,0.000000000000000000e+00,1.543099999999999916e+01,-6.000000000000000000e+00,-6.873000000000000220e+00,1.000000000000000000e+00
8.338400000000000000e+04,2.961100000000000136e+02,1.695799999999999841e+01,0.000000000000000000e+00,1.482600000000000051e+01,-1.395999999999999908e+00,-1.395999999999999908e+00,0.000000000000000000e+00
8.338600000000000000e+04,2.961150000000000091e+02,6.921000000000000263e+00,0.000000000000000000e+00,1.424399999999999977e+01,3.488999999999999879e+00,3.488999999999999879e+00,0.000000000000000000e+00
8.338800000000000000e+04,2.961100000000000136e+02,-6.420000000000000151e-01,0.000000000000000000e+00,1.368599999999999994e+01,6.000000000000000000e+00,7.283999999999999808e+00,1.000000000000000000e+00
8.339000000000000000e+04,2.961070000000000277e+02,-2.153999999999999915e+00,0.000000000000000000e+00,1.314899999999999913e+01,6.000000000000000000e+00,8.035000000000000142e+00,1.000000000000000000e+00
8.339200000000000000e+04,2.961159999999999854e+02,1.191999999999999948e+00,0.000000000000000000e+00,1.263400000000000034e+01,6.000000000000000000e+00,6.264000000000000234e+00,1.000000000000000000e+00
8.339600000000000000e+04,2.961840000000000259e+02,1.581199999999999939e+01,0.000000000000000000e+00,1.166200000000000081e+01,-1.506000000000000005e+00,-1.506000000000000005e+00,0.000000000000000000e+00
8.339800000000000000e+04,2.962420000000000186e+02,2.603300000000000125e+01,0.000000000000000000e+00,1.120500000000000007e+01,-6.000000000000000000e+00,-7.128999999999999559e+00,1.000000000000000000e+00
8.340000000000000000e+04,2.962970000000000255e+02,3.006700000000000017e+01,0.000000000000000000e+00,1.076600000000000001e+01,-6.000000000000000000e+00,-9.696999999999999176e+00,1.000000000000000000e+00
8.340200000000000000e+04,2.963340000000000032e+02,2.351300000000000168e+01,0.000000000000000000e+00,1.034399999999999942e+01,-6.000000000000000000e+00,-6.743999999999999773e+00,1.000000000000000000e+00
8.340600000000000000e+04,2.963489999999999895e+02,4.400000000000000355e+00,0.000000000000000000e+00,9.548000000000000043e+00,2.451000000000000068e+00,2.451000000000000068e+00,0.000000000000000000e+00
8.340800000000000000e+04,2.963360000000000127e+02,-6.003999999999999559e+00,0.000000000000000000e+00,9.173999999999999488e+00,6.000000000000000000e+00,7.772000000000000242e+00,1.000000000000000000e+00
8.341000000000000000e+04,2.963229999999999791e+02,-6.875000000000000000e+00,0.000000000000000000e+00,8.814000000000000057e+00,6.000000000000000000e+00,8.278999999999999915e+00,1.000000000000000000e+00
8.341200000000000000e+04,2.963220000000000027e+02,-1.022100000000000009e+01,0.000000000000000000e+00,8.468999999999999417e+00,6.000000000000000000e+00,1.006900000000000084e+01,1.000000000000000000e+00
8.341400000000000000e+04,2.963419999999999845e+02,5.408000000000000362e+00,0.000000000000000000e+00,8.137000000000000455e+00,2.016999999999999904e+00,2.016999999999999904e+00,0.000000000000000000e+00
8.341600000000000000e+04,2.963790000000000191e+02,1.411700000000000088e+01,0.000000000000000000e+00,7.817999999999999616e+00,-2.615000000000000213e+00,-2.615000000000000213e+00,0.000000000000000000e+00
8.341800000000000000e+04,2.964239999999999782e+02,2.085399999999999920e+01,0.000000000000000000e+00,7.511000000000000121e+00,-6.000000000000000000e+00,-6.394000000000000128e+00,1.000000000000000000e+00
8.342000000000000000e+04,2.964610000000000127e+02,1.865399999999999991e+01,0.000000000000000000e+00,7.216000000000000192e+00,-5.674000000000000377e+00,-5.674000000000000377e+00,0.000000000000000000e+00
8.342200000000000000e+04,2.964780000000000086e+02,1.430000000000000071e+01,0.000000000000000000e+00,6.934000000000000163e+00,-3.799999999999999822e+00,-3.799999999999999822e+00,0.000000000000000000e+00
8.342400000000000000e+04,2.964780000000000086e+02,4.536999999999999922e+00,0.000000000000000000e+00,6.661999999999999922e+00,9.839999999999999858e-01,9.839999999999999858e-01,0.000000000000000000e+00
8.342600000000000000e+04,2.964689999999999941e+02,-4.354000000000000092e+00,0.000000000000000000e+00,6.400000000000000355e+00,5.527999999999999581e+00,5.527999999999999581e+00,0.000000000000000000e+00
