tick,id,target,model,velocity,current,position,reference_current
972425,1,59.99866485595703,6.78462028503418,6.533702850341797,1.2076880931854248,89.2257080078125,0.12749408185482025
972445,1,59.81562805175781,16.409093856811523,8.468667984008789,3.104126214981079,89.48934936523438,0.6881170868873596
972465,1,59.37391662597656,24.22356414794922,14.527009010314941,3.600094795227051,89.95079803466797,1.3278270959854126
972485,1,58.622276306152344,30.517757415771484,19.529356002807617,4.0493974685668945,90.4561767578125,1.9340322017669678
972505,1,57.573699951171875,35.52384948730469,23.35558319091797,4.49769401550293,91.04947662353516,2.3845956325531006
972525,1,56.90251922607422,39.45692825317383,29.49079704284668,4.086953639984131,91.79653930664062,2.566145420074463
972545,1,55.377891540527344,42.416011810302734,35.29014205932617,3.4553539752960205,92.67544555664062,2.6088061332702637
972565,1,53.68629837036133,44.55126190185547,36.55241394042969,3.8012473583221436,93.4664306640625,2.5521199703216553
972585,1,51.661617279052734,45.99393844604492,39.89586639404297,3.411219835281372,94.34539794921875,2.5227060317993164
972605,1,49.32429122924805,46.82317352294922,44.074710845947266,2.589078903198242,95.33419036865234,2.441281318664551
972625,1,48.03305435180664,47.15366744995117,47.213172912597656,1.874308466911316,96.36685943603516,2.0228593349456787
972645,1,45.33205032348633,46.95167922973633,49.73557662963867,1.0919880867004395,97.44357299804688,1.6079436540603638
972665,1,42.29161834716797,46.33053970336914,50.03798294067383,0.7464770078659058,98.4762954711914,1.2314029932022095
972685,1,39.13933563232422,45.31974411010742,48.04473876953125,0.9157590270042419,99.37722778320312,1.0364127159118652
972705,1,36.023231506347656,43.97252655029297,47.31876754760742,0.6626957058906555,100.30006408691406,0.8122023344039917
972725,1,34.196311950683594,42.357704162597656,44.71588897705078,0.8741926550865173,101.13504028320312,0.666884183883667
972745,1,30.497886657714844,40.377342224121094,44.87321090698242,0.22481077909469604,102.01394653320312,0.5387083292007446
972765,1,26.91910171508789,38.12425994873047,41.92892837524414,0.30262160301208496,102.78303527832031,0.46410155296325684
972785,1,22.915939331054688,35.670616149902344,36.32320785522461,1.093532919883728,103.31037902832031,0.5437729358673096
972805,1,18.828887939453125,32.994422912597656,36.043025970458984,0.40072810649871826,104.03546905517578,0.5184498429298401
972825,1,16.64586067199707,30.218915939331055,33.8892707824707,0.19094012677669525,104.65068054199219,0.377806693315506
972845,1,12.256625175476074,27.201658248901367,29.239076614379883,0.5351659059524536,105.1121826171875,0.30339473485946655
972865,1,8.220009803771973,24.01133918762207,25.683679580688477,0.5954819917678833,105.50767517089844,0.33008190989494324
