time_s,f7_time_s,ros_target_deg_s,raw_type2_velocity_deg_s,position_deg,reference_current_Arms_equivalent
0.0,972.414,59.998662960029606,0.04371320828795433,88.98397827148438,-0.06028946489095688
0.009000000000014552,972.423,59.950196096477214,54.248966217041016,89.2257080078125,0.12749408185482025
0.019000000000005457,972.433,59.815626468459875,-2.4916529655456543,89.42345428466797,0.4161819517612457
0.028999999999996362,972.443,59.815626468459875,10.097970008850098,89.48934936523438,0.6881170868873596
0.03899999999998727,972.453,59.62560028115471,26.971487045288086,89.68710327148438,1.0005697011947632
0.04899999999997817,972.463,59.373917125887104,24.436120986938477,89.95079803466797,1.3278270959854126
0.05899999999996908,972.473,58.99779113825362,22.7750186920166,90.14854431152344,1.6535261869430542
0.06899999999995998,972.483,58.62227638083195,33.52846908569336,90.4561767578125,1.9340322017669678
0.07900000000006457,972.493,58.105371309452565,29.41942596435547,90.7198257446289,2.1430485248565674
0.08900000000005548,972.503,57.57369938246013,28.9822940826416,90.9835205078125,2.3577136993408203
0.09900000000004638,972.513,56.902519564542466,35.45185089111328,91.40103912353516,2.5328354835510254
0.10900000000003729,972.523,56.22679699436027,43.932430267333984,91.79653930664062,2.566145420074463
0.1190000000000282,972.533,55.37789200103171,39.99824142456055,92.19203186035156,2.601987838745117
0.1290000000000191,972.543,55.37789200103171,42.183902740478516,92.67544555664062,2.6088061332702637
0.13900000000001,972.553,54.570449380841566,35.97640609741211,93.07093811035156,2.5684828758239746
0.1490000000000009,972.563,53.68629677013696,39.99824142456055,93.4664306640625,2.5521199703216553
0.15899999999999181,972.573,52.622832726520926,43.932430267333984,93.90597534179688,2.5316667556762695
0.16899999999998272,972.583,51.66161701982203,50.83933639526367,94.34539794921875,2.5227060317993164
0.17899999999997362,972.593,50.49693800448469,43.932430267333984,94.71892547607422,2.5714046955108643
0.18899999999996453,972.603,49.32429208651776,53.72440719604492,95.24627685546875,2.4732275009155273
0.19900000000006912,972.613,48.03305286299849,54.07411193847656,95.83951568603516,2.232849597930908
0.20900000000006003,972.623,46.82116690914537,57.22146224975586,96.36685943603516,2.0228593349456787
0.21900000000005093,972.633,45.33205093028348,53.72440719604492,96.89425659179688,1.8469587564468384
0.22900000000004184,972.643,45.33205093028348,53.63698196411133,97.44357299804688,1.6079436540603638
0.23900000000003274,972.653,43.918994336358864,48.82830810546875,97.97091674804688,1.381200909614563
0.24900000000002365,972.663,42.29161953051443,53.72440719604492,98.4762954711914,1.2314029932022095
0.25900000000001455,972.673,40.86441222268195,40.173095703125,98.937744140625,1.1501728296279907
0.26900000000000546,972.683,39.1393354316655,46.467796325683594,99.289306640625,1.056086778640747
0.27899999999999636,972.693,37.648896066575105,48.82830810546875,99.77272033691406,0.9292744398117065
0.28899999999998727,972.703,36.02323037357885,39.38625717163086,100.30006408691406,0.8122023344039917
0.29899999999997817,972.713,34.19631072291273,44.01985549926758,100.73954772949219,0.7052589058876038
0.3089999999999691,972.723,32.46598126841488,34.83986282348633,101.13504028320312,0.666884183883667
0.31899999999996,972.733,30.497885796920592,48.5660285949707,101.53053283691406,0.5996795296669006
0.3290000000000646,972.743,30.497885796920592,44.01985549926758,102.01394653320312,0.5387083292007446
0.3390000000000555,972.753,28.705494542262933,38.424346923828125,102.40950012207031,0.4896199405193329
0.3490000000000464,972.763,26.91910241809439,34.315303802490234,102.78303527832031,0.46410155296325684
0.3590000000000373,972.773,24.806040259776704,19.7150936126709,103.02471160888672,0.509878396987915
0.3690000000000282,972.783,22.915939672308916,37.20037841796875,103.31037902832031,0.5437729358673096
0.3790000000000191,972.793,20.68586384984197,39.823387145996094,103.68390655517578,0.5583823919296265
0.38900000000001,972.803,18.828887103533955,34.22787857055664,104.03546905517578,0.5184498429298401
0.3990000000000009,972.813,16.645859721717272,30.73082160949707,104.34310150146484,0.44111597537994385
0.4089999999999918,972.823,14.543808993119102,28.108030319213867,104.65068054199219,0.377806693315506
0.4189999999999827,972.833,12.25662502565106,21.98818016052246,104.91438293457031,0.31177136301994324
0.4289999999999736,972.843,12.25662502565106,14.99384880065918,105.1121826171875,0.30339473485946655
0.43899999999996453,972.853,10.311258626706334,22.60016632080078,105.2879638671875,0.3168359696865082
0.4490000000000691,972.863,8.220010158630991,19.627668380737305,105.50767517089844,0.33008190989494324
0.45900000000006,972.873,5.871687079779119,19.540241241455078,105.7054214477539,0.33923718333244324
0.46900000000005093,972.883,3.8404811750791703,16.480098724365234,105.88121032714844,0.3443017899990082
0.47900000000004184,972.893,1.468331156289524,16.392671585083008,106.05699157714844,0.32326415181159973
0.48900000000003274,972.903,-0.6139143760426037,16.042966842651367,106.23277282714844,0.28527846932411194
0.49900000000002365,972.913,-3.001565398881155,15.95553970336914,106.38658142089844,0.22547650337219238
0.5090000000000146,972.923,-4.982097833432955,13.507599830627441,106.5184326171875,0.16879071295261383
0.5190000000000055,972.933,-7.327092754991671,4.852166175842285,106.60629272460938,0.1050923764705658
0.5289999999999964,972.943,-9.358310647350088,4.589886665344238,106.62826538085938,0.06262698024511337
0.5389999999999873,972.953,-11.375994267463252,4.939592361450195,106.67224884033203,0.05152377858757973
0.5489999999999782,972.963,-11.375994267463252,0.04371320828795433,106.6942138671875,0.0441216416656971
0.5589999999999691,972.973,-13.332017092999251,0.04371320828795433,106.6942138671875,0.04957584664225578
0.56899999999996,972.983,-15.332861795565606,0.04371320828795433,106.6942138671875,0.037303376942873
0.5790000000000646,972.993,-17.6454363634203,-0.04371320828795433,106.67224884033203,-0.003798464545980096
0.5890000000000555,973.003,-19.596786568732412,-0.04371320828795433,106.65028381347656,-0.06886035948991776
0.5990000000000464,973.013,-21.774927256588644,-10.010324478149414,106.60629272460938,-0.1210654005408287
0.6090000000000373,973.023,-23.797852088267266,-19.365388870239258,106.43051147460938,-0.08561307191848755
0.6190000000000282,973.033,-26.005780102335947,4.939592361450195,106.3426513671875,-0.043147675693035126
0.6290000000000191,973.043,-27.813042133430248,-22.7750186920166,106.32068634033203,-0.15905055403709412
0.63900000000001,973.053,-29.581694061370634,-48.740882873535156,105.94715881347656,-0.07918489724397659
0.6490000000000009,973.063,-31.438973047046524,29.41942596435547,105.88121032714844,0.017434485256671906
