raw_relative_to_target400_s,shifted_relative_s_minus_1s,position_mm,velocity_mm_s,current_A,state,unit_message_code
3.902139902,2.902139902,393.694122314,-28.325000763,-3.562000036,1,1
3.912333012,2.912333012,393.856597900,47.849998474,3.296000004,1,1
3.922239780,2.922239780,393.873046875,-25.162498474,-4.037000179,1,1
3.932354212,2.932354212,394.168121338,52.066665649,3.384999990,1,1
3.942128658,2.942128658,394.073455811,-29.195833206,-3.698999882,1,1
3.952491283,2.952491283,394.439025879,56.237503052,3.615999937,1,1
3.962177992,2.962177992,394.312469482,-34.054164886,-3.986000061,1,1
3.972473145,2.972473145,394.553161621,20.854167938,3.480000019,1,1
3.982242346,2.982242346,394.581024170,31.395833969,0.030999999,1,1
3.992373705,2.992373705,394.614257812,-4.354166985,-3.818000078,1,1
4.002161503,3.002161503,394.730072021,-17.416667938,-0.481000006,1,1
4.012393475,3.012393475,394.869720459,33.275001526,3.378999949,1,1
4.022183657,3.022183657,394.849243164,10.770833969,-4.109000206,1,1
4.032377243,3.032377243,394.967742920,-20.945833206,-3.572999954,1,1
4.042139769,3.042139769,395.131896973,26.858333588,3.351000071,1,1
4.052315950,3.052315950,395.180236816,31.395833969,0.020000000,1,1
4.062085867,3.062085867,395.217163086,0.870833337,-3.845000029,1,1
4.072400093,3.072400093,395.325256348,-18.929166794,-3.602999926,1,1
4.082293749,3.082293749,395.490753174,17.141666412,3.552000046,1,1
4.092329741,3.092329741,395.465576172,20.670833588,-4.256999969,1,1
4.102148771,3.102148771,395.593475342,-20.945833206,-3.401000023,1,1
4.112518072,3.112518072,395.745208740,37.950000763,3.592999935,1,1
4.122138739,3.122138739,395.643829346,-8.020833969,-3.973999977,1,1
4.132517576,3.132517576,395.874114990,-0.962499976,3.888999939,1,1
4.142067671,3.142067671,395.972808838,33.779167175,3.137000084,1,1
4.152294159,3.152294159,395.911376953,4.400000095,-3.875000000,1,1
4.162098885,3.162098885,396.068481445,-12.054166794,0.027000001,1,1
4.172398090,3.172398090,396.196716309,42.166664124,3.371999979,1,1
4.182237864,3.182237864,396.153747559,-8.524999619,-4.140999794,1,1
4.192305088,3.192305088,396.329315186,-6.187500000,3.857000113,1,1
4.202064753,3.202064753,396.307830811,27.866666794,0.152999997,1,1
4.212309599,3.212309599,396.334686279,-28.325000763,-3.516999960,1,1
4.222068548,3.222068548,396.536773682,31.762500763,3.776000023,1,1
4.232280254,3.232280254,396.400817871,-6.691666603,-4.196000099,1,1
4.242074728,3.242074728,396.501525879,-15.904166222,0.039000001,1,1
4.252306938,3.252306938,396.608947754,42.304164886,3.335000038,1,1
4.262132406,3.262132406,396.544494629,-29.333333969,-3.842999935,1,1
4.272338867,3.272338867,396.745239258,20.670833588,3.568000078,1,1
4.282017946,3.282017946,396.606933594,5.224999905,-4.385000229,1,1
4.292296886,3.292296886,396.813385010,-2.841666698,3.914999962,1,1
4.301941156,3.301941156,396.824462891,38.775001526,-0.143000007,1,1
4.312312365,3.312312365,396.812377930,-33.045833588,-3.727999926,1,1
4.322108269,3.322108269,396.922149658,31.395833969,3.765000105,1,1
4.332295179,3.332295179,396.774444580,-11.733333588,-3.964999914,1,1
4.342076063,3.342076063,396.973846436,4.216666698,3.865999937,1,1
4.352444649,3.352444649,396.933563232,22.183332443,-4.409999847,1,1
4.362161398,3.362161398,397.120208740,-11.916666985,2.750999928,1,1
4.372341871,3.372341871,397.056427002,19.845832825,-3.563999891,1,1
4.382172585,3.382172585,397.199432373,-21.129167557,1.039000034,1,1
4.392315626,3.392315626,397.244079590,36.116664886,0.054000001,1,1
4.401938677,3.401938677,397.246093750,-33.229164124,-3.674999952,1,1
4.412301540,3.412301540,397.388092041,41.983333588,3.755000114,1,1
4.422093868,3.422093868,397.275970459,-24.154167175,-3.690000057,1,1
4.432242155,3.432242155,397.559631348,30.250000000,3.608000040,1,1
4.442070484,3.442070484,397.414947510,6.554166794,-4.172999859,1,1
4.452281952,3.452281952,397.523376465,-21.954166412,-3.506000042,1,1
4.462150335,3.462150335,397.656646729,22.000000000,3.437999964,1,1
4.472331047,3.472331047,397.586822510,10.587499619,-4.525000095,1,1
4.482078314,3.482078314,397.598571777,-33.549999237,-3.700999975,1,1
4.492371559,3.492371559,397.680145264,19.479167938,3.483999968,1,1
4.502068043,3.502068043,397.709686279,28.370832443,2.456000090,1,1
4.512347698,3.512347698,397.680816650,-0.641666651,-3.923000097,1,1
4.522090912,3.522090912,397.847991943,-12.558333397,3.918999910,1,1
4.532266140,3.532266140,397.835906982,31.075000763,3.211999893,1,1
4.542126894,3.542126894,397.772796631,-27.179166794,-3.930999994,1,1
4.552306175,3.552306175,397.929901123,15.308333397,3.595999956,1,1
4.562085152,3.562085152,397.795623779,15.812500000,-4.191999912,1,1
4.572336197,3.572336197,397.904724121,-21.450000763,-3.688999891,1,1
4.582129955,3.582129955,397.975891113,-4.858333111,4.056000233,1,1
4.592315197,3.592315197,398.026916504,27.224998474,3.401999950,1,1
4.602022171,3.602022171,397.933929443,-2.979166746,-3.970000029,1,1
4.612254381,3.612254381,398.094055176,-11.045833588,3.852999926,1,1
4.622080088,3.622080088,398.038330078,24.383333206,0.419999987,1,1
4.632318020,3.632318020,398.029937744,-31.533332825,-3.811000109,1,1
4.642077208,3.642077208,398.236053467,43.312500000,3.454999924,1,1
4.652305365,3.652305365,398.122589111,-12.558333397,-4.064000130,1,1
4.662036657,3.662036657,398.278350830,-17.783332825,-2.661999941,1,1
4.672307491,3.672307491,398.344818115,28.875000000,3.391000032,1,1
4.682068348,3.682068348,398.264251709,8.570833206,-3.993000031,1,1
4.692294359,3.692294359,398.273315430,-32.358333588,-3.362999916,1,1
4.702129602,3.702129602,398.380401611,38.775001526,3.767999887,1,1
4.712307453,3.712307453,398.278350830,-11.549999237,-3.848000050,1,1
4.722137451,3.722137451,398.440155029,-6.187500000,3.938999891,1,1
4.732374907,3.732374907,398.423706055,33.412498474,0.079000004,1,1
4.742145777,3.742145777,398.368316650,-37.400001526,-3.719000101,1,1
4.752400875,3.752400875,398.433776855,28.737499237,3.924000025,1,1
4.762079477,3.762079477,398.315612793,-9.395833969,-3.963000059,1,1
4.772386551,3.772386551,398.453918457,-10.541666031,3.848000050,1,1
4.782158613,3.782158613,398.411285400,26.033332825,0.192000002,1,1
4.792358398,3.792358398,398.377716064,-31.349998474,-3.622999907,1,1
4.802151203,3.802151203,398.506286621,36.941665649,3.607000113,1,1
4.812348604,3.812348604,398.363952637,-16.774999619,-4.191999912,1,1
4.822105885,3.822105885,398.600616455,7.745833397,3.601000071,1,1
4.832325459,3.832325459,398.503601074,13.933333397,-4.302000046,1,1
4.842122078,3.842122078,398.505950928,-29.195833206,-3.638999939,1,1
4.852395296,3.852395296,398.611022949,33.275001526,3.601000071,1,1
4.862144470,3.862144470,398.453918457,-16.408332825,-3.875000000,1,1
4.872433186,3.872433186,398.619750977,-11.229166985,3.881000042,1,1
4.882178783,3.882178783,398.627136230,32.587501526,1.687999964,1,1
4.892377853,3.892377853,398.577453613,-34.879165649,-3.236999989,1,1
4.902116060,3.902116060,398.679840088,40.791664124,3.069000006,1,1
4.912365675,3.912365675,398.624114990,-19.433332443,-3.994999886,1,1
4.922103405,3.922103405,398.692932129,-17.279167175,4.011000156,1,1
4.932381630,3.932381630,398.699981689,30.387500763,3.275000095,1,1
4.942020655,3.942020655,398.660034180,8.250000000,-3.948999882,1,1
4.952420950,3.952420950,398.676483154,-19.433332443,-3.872999907,1,1
4.962180853,3.962180853,398.803710938,-3.987500191,3.519999981,1,1
4.972431898,3.972431898,398.837951660,33.091667175,3.170000076,1,1
4.982203245,3.982203245,398.779205322,-26.170833588,-3.849999905,1,1
4.992401600,3.992401600,398.935638428,11.962499619,3.713999987,1,1
5.002153635,4.002153635,398.793640137,14.437500000,-4.107999802,1,1
5.012317419,4.012317419,398.820831299,-11.549999237,-4.079999924,1,1
5.022160769,4.022160769,398.880584717,-21.129167557,-2.493000031,1,1
5.032368422,4.032368422,399.003448486,18.837499619,3.280999899,1,1
5.042138577,4.042138577,398.974243164,19.983333588,-3.285000086,1,1
5.052464247,4.052464247,399.002777100,-34.558334351,-3.385999918,1,1
5.062161207,4.062161207,399.063537598,30.754167557,3.428999901,1,1
5.072320700,4.072320700,398.932617188,-11.916666985,-3.891999960,1,1
5.082159996,4.082159996,399.032653809,-22.641666412,3.926000118,1,1
5.092375517,4.092375517,399.013183594,30.250000000,3.427999973,1,1
5.102045059,4.102045059,398.955108643,-8.387499809,-4.201000214,1,1
5.112354994,4.112354994,399.031311035,-20.625000000,0.024000000,1,1
5.122101068,4.122101068,399.104827881,33.412498474,3.395999908,1,1
5.132369995,4.132369995,399.026611328,-2.658333302,-4.083000183,1,1
5.142160177,4.142160177,399.210571289,-7.195833206,4.000999928,1,1
5.152527809,4.152527809,399.182708740,31.395833969,3.296000004,1,1
5.162172079,4.162172079,399.084686279,-36.758335114,-3.921000004,1,1
5.172474623,4.172474623,399.273010254,21.358333588,3.569000006,1,1
5.182163477,4.182163477,399.225006104,13.429166794,-4.455999851,1,1
5.192406178,4.192406178,399.227355957,-34.237499237,-3.611000061,1,1
5.202092886,4.202092886,399.325042725,31.075000763,3.578000069,1,1
5.212443590,4.212443590,399.144104004,-13.887500763,-4.057000160,1,1
5.222187996,4.222187996,399.299194336,-0.458333343,4.032999992,1,1
5.232469082,4.232469082,399.235748291,19.158332825,-0.903999984,1,1
5.242105722,4.242105722,399.279052734,-27.316667557,-3.367000103,1,1
5.252370596,4.252370596,399.355926514,39.966667175,3.158999920,1,1
5.262147903,4.262147903,399.241455078,-33.366664886,-3.838000059,1,1
5.272358418,4.272358418,399.403259277,8.250000000,3.775000095,1,1
5.282130957,4.282130957,399.271331787,9.441666603,-4.054999828,1,1
5.292426109,4.292426109,399.287109375,-29.837501526,-3.573999882,1,1
5.302152157,4.302152157,399.387817383,37.629165649,3.647000074,1,1
5.312349081,4.312349081,399.234405518,-25.987499237,-3.944000006,1,1
5.322129250,4.322129250,399.545593262,36.116664886,3.726000071,1,1
5.332322121,4.332322121,399.395874023,-24.658332825,-3.826999903,1,1
5.342190266,4.342190266,399.608032227,20.991666794,3.851999998,1,1
5.352364540,4.352364540,399.350219727,-18.791667938,-4.165999889,1,1
5.362188816,4.362188816,399.537536621,9.074999809,3.763999939,1,1
5.372369766,4.372369766,399.389160156,5.408333302,-4.111000061,1,1
5.382184982,4.382184982,399.484161377,-26.674999237,-3.556999922,1,1
5.392357111,4.392357111,399.577484131,20.487499237,3.644999981,1,1
5.402206182,4.402206182,399.388824463,0.366666675,-4.048999786,1,1
5.412459135,4.412459135,399.523437500,-14.758333206,0.832000017,1,1
5.422140360,4.422140360,399.560028076,32.908332825,3.368999958,1,1
5.432474852,4.432474852,399.461334229,-6.370833397,-4.072000027,1,1
5.442197323,4.442197323,399.581848145,-15.079166412,0.055000000,1,1
5.452408314,4.452408314,399.654357910,17.462499619,3.548000097,1,1
5.462214470,4.462214470,399.616088867,19.479167938,-0.023000000,1,1
5.472415924,4.472415924,399.544250488,-22.962501526,-4.041999817,1,1
5.482210636,4.482210636,399.714111328,8.250000000,3.694000006,1,1
5.492386818,4.492386818,399.567413330,9.945833206,-4.014999866,1,1
5.502195835,4.502195835,399.581512451,-34.237499237,-3.275000095,1,1
5.512418985,4.512418985,399.630187988,30.754167557,3.551000118,1,1
5.522217989,4.522217989,399.521087646,-2.154166698,-3.924000025,1,1
5.532373667,4.532373667,399.618438721,-19.799999237,0.050000001,1,1
5.542118311,4.542118311,399.684234619,22.183332443,3.767999887,1,1
5.552502871,4.552502871,399.631530762,16.637500763,-3.819999933,1,1
5.562218189,4.562218189,399.685577393,-28.187500000,-3.568000078,1,1
5.572438240,4.572438240,399.797027588,30.387500763,3.566999912,1,1
5.582226276,4.582226276,399.624145508,-15.904166222,-3.937000036,1,1
5.592384100,4.592384100,399.758087158,-8.204166412,4.099999905,1,1
5.602101803,4.602101803,399.733245850,37.125000000,1.149999976,1,1
5.612437725,4.612437725,399.681213379,-21.954166412,-3.904000044,1,1
5.622150421,4.622150421,399.811798096,-0.825000048,3.806999922,1,1
5.632498503,4.632498503,399.824218750,29.241666794,3.224999905,1,1
5.642139435,4.642139435,399.715789795,-29.700000763,-3.743000031,1,1
5.652400494,4.652400494,399.849060059,10.770833969,3.586999893,1,1
5.662238836,4.662238836,399.689941406,6.050000191,-4.086999893,1,1
5.672406197,4.672406197,399.746673584,-23.329166412,-3.648000002,1,1
5.682141542,4.682141542,399.836303711,32.770835876,3.392999887,1,1
5.692372084,4.692372084,399.676177979,-11.045833588,-4.051000118,1,1
5.702167511,4.702167511,399.764801025,-15.399999619,1.638000011,1,1
5.712427616,4.712427616,399.824554443,33.275001526,3.344000101,1,1
5.722137928,4.722137928,399.706726074,-30.708333969,-3.673000097,1,1
5.732408047,4.732408047,399.832946777,9.945833206,3.657999992,1,1
5.742091179,4.742091179,399.669128418,4.537499905,-4.006999969,1,1
5.752333879,4.752333879,399.760772705,-18.424999237,0.004000000,1,1
5.762195110,4.762195110,399.736267090,30.250000000,3.198999882,1,1
5.772385836,4.772385836,399.658721924,-35.245834351,-3.635999918,1,1
5.782140493,4.782140493,399.930633545,49.683334351,3.634000063,1,1
5.792367935,4.792367935,399.812805176,-20.625000000,-3.832000017,1,1
5.802053213,4.802053213,399.951446533,-0.137500003,3.891000032,1,1
5.812430620,4.812430620,399.921234131,27.729166031,0.135000005,1,1
5.822165489,4.822165489,399.878265381,-31.029167175,-3.474999905,1,1
5.832477808,4.832477808,399.975952148,39.783332825,3.627000093,1,1
5.842174530,4.842174530,399.915191650,-1.329166651,-3.936000109,1,1
5.852442980,4.852442980,399.997436523,-20.808332443,-0.256000012,1,1
5.862174273,4.862174273,400.047454834,21.174999237,3.607000113,1,1
5.872424603,4.872424603,399.882293701,-3.162499905,-4.098000050,1,1
5.882134199,4.882134199,399.972930908,-18.424999237,-2.121999979,1,1
5.892387390,4.892387390,400.041076660,3.712500095,3.680999994,1,1
5.902129650,4.902129650,399.981658936,19.341667175,0.433999985,1,1
5.912327528,4.912327528,399.867187500,-31.212501526,-3.798000097,1,1
5.922141552,4.922141552,399.997436523,4.216666698,3.931999922,1,1
5.932435036,4.932435036,399.902099609,19.845832825,-3.976000071,1,1
5.942111015,4.942111015,399.969238281,-28.187500000,-3.290999889,1,1
5.952396870,4.952396870,400.028320312,19.158332825,3.516000032,1,1
5.962138653,4.962138653,399.829589844,-8.524999619,-3.888999939,1,1
5.972373247,4.972373247,399.939025879,-15.583333015,0.077000000,1,1
5.982208729,4.982208729,400.011871338,19.479167938,3.733999968,1,1
5.992409706,4.992409706,399.916534424,8.570833206,-4.202000141,1,1
6.002110243,5.002110243,399.920227051,-24.474998474,-3.361000061,1,1
6.012379408,5.012379408,400.039062500,18.975000381,3.546000004,1,1
6.022150278,5.022150278,399.925598145,6.416666508,-4.274000168,1,1
6.032306910,5.032306910,399.940368652,-28.325000763,-3.387000084,1,1
6.042150974,5.042150974,400.015228271,28.554166794,3.763999939,1,1
6.052352428,5.052352428,399.917877197,-1.466666698,-3.953999996,1,1
6.062114239,5.062114239,399.977630615,-20.441667557,-2.065000057,1,1
6.072372675,5.072372675,400.133056641,37.445835114,3.641000032,1,1
6.082042456,5.082042456,399.994415283,-6.508333206,-4.053999901,1,1
6.092363119,5.092363119,400.144470215,-8.891666412,4.098999977,1,1
6.102084875,5.102084875,400.080352783,26.720832825,1.386999965,1,1
6.112352848,5.112352848,400.023956299,-36.758335114,-3.898000002,1,1
6.122071028,5.122071028,400.209594727,41.983333588,3.446000099,1,1
6.132352352,5.132352352,400.026306152,-32.220832825,-3.660000086,1,1
6.142039299,5.142039299,400.174682617,5.408333302,3.806999922,1,1
6.152410269,5.152410269,400.051818848,12.604166985,-3.976000071,1,1
6.162141562,5.162141562,400.077331543,-28.691667557,-3.493000031,1,1
6.172358274,5.172358274,400.168640137,32.587501526,3.599999905,1,1
6.182049751,5.182049751,400.002471924,-14.575000763,-4.044000149,1,1
6.192382812,5.192382812,400.154876709,-4.675000191,4.060999870,1,1
6.202151775,5.202151775,400.114257812,28.875000000,1.830999970,1,1
6.212439060,5.212439060,400.028656006,-38.912498474,-3.269999981,1,1
6.222154856,5.222154856,400.145812988,29.883333206,3.793999910,1,1
6.232407331,5.232407331,399.957153320,-11.412500381,-3.993000031,1,1
6.242103815,5.242103815,400.051483154,-11.733333588,3.990000010,1,1
6.252314806,5.252314806,400.004821777,22.504167557,1.414999962,1,1
6.262149572,5.262149572,399.946075439,-32.541664124,-3.638000011,1,1
6.272366285,5.272366285,400.115600586,44.000000000,3.565999985,1,1
6.282099009,5.282099009,399.949432373,-29.012500763,-3.625000000,1,1
6.292360067,5.292360067,400.148834229,28.737499237,3.908999920,1,1
6.302138329,5.302138329,399.869201660,-30.341667175,-3.842000008,1,1
6.312399864,5.312399864,400.026641846,-4.170833111,3.775000095,1,1
6.322059870,5.322059870,400.111236572,20.350000381,3.595000029,1,1
6.332340956,5.332340956,400.106872559,20.350000381,3.426000118,1,1
6.342169046,5.342169046,400.068267822,7.058333397,-4.090000153,1,1
6.352309942,5.352309942,400.057525635,-22.825000763,-3.835000038,1,1
6.362181187,5.362181187,400.249542236,11.962499619,3.480000019,1,1
6.372373819,5.372373819,400.119628906,12.100000381,-4.171000004,1,1
6.382189751,5.382189751,400.144470215,-30.845832825,-3.483000040,1,1
6.392361641,5.392361641,400.185760498,19.341667175,3.635999918,1,1
6.402090311,5.402090311,400.139770508,16.454166412,-4.350999832,1,1
6.412353039,5.412353039,400.150177002,-21.816667557,-3.684999943,1,1
6.422254801,5.422254801,400.225708008,-3.162499905,3.716000080,1,1
6.432376385,5.432376385,400.250213623,31.579166412,3.128999949,1,1
6.442244530,5.442244530,400.143127441,-23.650001526,-3.783999920,1,1
6.452436686,5.452436686,400.331451416,13.795833588,3.943000078,1,1
6.462115288,5.462115288,400.195495605,9.579166412,-4.272999763,1,1
6.472401857,5.472401857,400.241149902,-32.541664124,-3.193000078,1,1
6.482129335,5.482129335,400.330780029,35.795833588,3.911999941,1,1
6.492375612,5.492375612,400.226043701,0.366666675,-3.878000021,1,1
6.502140284,5.502140284,400.232086182,-31.349998474,-3.542999983,1,1
6.512364626,5.512364626,400.368377686,28.049999237,3.503000021,1,1
6.522116423,5.522116423,400.189117432,-10.404166222,-4.007999897,1,1
6.532384872,5.532384872,400.318695068,-11.733333588,4.006999969,1,1
6.542111874,5.542111874,400.228393555,22.366666794,0.677999973,1,1
6.552385092,5.552385092,400.184082031,-38.912498474,-3.578000069,1,1
6.562116623,5.562116623,400.361663818,35.429164886,3.536000013,1,1
6.572386503,5.572386503,400.236114502,-15.262500763,-3.803999901,1,1
6.582129478,5.582129478,400.386169434,-13.245833397,4.054999828,1,1
6.592415571,5.592415571,400.383819580,31.395833969,3.358999968,1,1
6.602166176,5.602166176,400.260284424,-34.237499237,-3.831000090,1,1
6.612382412,5.612382412,400.389190674,7.425000191,3.855000019,1,1
6.622154951,5.622154951,400.192138672,0.504166663,-4.119999886,1,1
6.632427692,5.632427692,400.334472656,-10.037500381,4.243999958,1,1
6.642074585,5.642074585,400.248535156,21.358333588,0.112999998,1,1
6.652427197,5.652427197,400.276733398,-25.483333588,-3.575000048,1,1
6.662229776,5.662229776,400.361663818,0.687500000,4.028999805,1,1
6.672429800,5.672429800,400.333465576,27.545833588,2.654999971,1,1
6.682068586,5.682068586,400.187438965,-39.233333588,-3.655999899,1,1
6.692290068,5.692290068,400.346557617,17.325000763,3.947999954,1,1
6.702089548,5.702089548,400.225708008,7.745833397,-3.903000116,1,1
6.712401152,5.712401152,400.285797119,-23.329166412,-2.927999973,1,1
6.722145081,5.722145081,400.376098633,40.470832825,3.668999910,1,1
6.732377052,5.732377052,400.173339844,-53.670833588,-3.589999914,1,1
6.742184639,5.742184639,400.347229004,42.808334351,3.648000002,1,1
6.752305746,5.752305746,400.239135742,-7.379166603,-3.815000057,1,1
6.762154341,5.762154341,400.398590088,-7.195833206,4.178999901,1,1
6.772359133,5.772359133,400.386505127,27.041666031,3.410000086,1,1
6.782199383,5.782199383,400.260620117,-31.533332825,-3.832999945,1,1
6.792430639,5.792430639,400.444580078,26.537498474,3.687000036,1,1
6.802110195,5.802110195,400.371398926,15.125000000,-2.138000011,1,1
6.812352896,5.812352896,400.363342285,-26.812500000,-3.661000013,1,1
6.822107315,5.822107315,400.468078613,4.720833302,3.964999914,1,1
6.832297087,5.832297087,400.359313965,15.950000763,-0.592000008,1,1
6.842202902,5.842202902,400.309631348,-9.029166222,-3.825000048,1,1
6.852388859,5.852388859,400.352264404,-21.312500000,-3.612999916,1,1
6.862102985,5.862102985,400.418060303,3.712500095,3.739000082,1,1
6.872350454,5.872350454,400.319702148,19.662500381,-4.111999989,1,1
6.882136345,5.882136345,400.346893311,-30.845832825,-3.440000057,1,1
6.892333984,5.892333984,400.394897461,27.224998474,3.664999962,1,1
6.902199268,5.902199268,400.202880859,-18.608333588,-4.028999805,1,1
6.912389755,5.912389755,400.311309814,-18.424999237,3.999000072,1,1
6.922071457,5.922071457,400.298889160,37.262500763,3.411999941,1,1
6.932322979,5.932322979,400.205230713,-20.808332443,-3.799999952,1,1
6.942116737,5.942116737,400.312652588,-9.899999619,4.068999767,1,1
6.952278852,5.952278852,400.322387695,39.783332825,3.506999969,1,1
6.962068081,5.962068081,400.231414795,-32.862499237,-3.552999973,1,1
6.972302437,5.972302437,400.421752930,14.116666794,3.628000021,1,1
6.982065439,5.982065439,400.307281494,11.458333015,-4.041999817,1,1
6.992337465,5.992337465,400.355285645,-25.987499237,-3.178999901,1,1
7.002052069,6.002052069,400.415710449,21.174999237,3.328999996,1,1
7.012288809,6.012288809,400.331451416,6.554166794,-4.198999882,1,1
7.022013664,6.022013664,400.291168213,-22.825000763,-3.822000027,1,1
7.032291412,6.032291412,400.472106934,13.108333588,3.684999943,1,1
7.042160749,6.042160749,400.345886230,9.762499809,-4.313000202,1,1
7.052362919,6.052362919,400.340850830,-30.845832825,-3.556999922,1,1
7.062123537,6.062123537,400.386505127,34.099998474,3.480999947,1,1
7.072404146,6.072404146,400.208923340,-45.145832062,-3.676000118,1,1
7.082114220,6.082114220,400.401611328,26.720832825,3.651999950,1,1
7.092322350,6.092322350,400.261291504,-6.691666603,-4.059000015,1,1
7.102019548,6.102019548,400.393218994,-12.375000000,4.188000202,1,1
7.112275124,6.112275124,400.390197754,30.754167557,3.447999954,1,1
7.122076750,6.122076750,400.274719238,-33.045833588,-3.798000097,1,1
7.132248163,6.132248163,400.406646729,9.441666603,3.848999977,1,1
7.142083645,6.142083645,400.239471436,4.400000095,-3.937000036,1,1
7.152312756,6.152312756,400.322723389,-19.433332443,-0.039999999,1,1
7.162074327,6.162074327,400.324066162,36.437500000,3.096999884,1,1
7.172352552,6.172352552,400.306274414,-23.329166412,-3.779999971,1,1
7.182082653,6.182082653,400.484527588,11.779166222,3.647000074,1,1
7.192285299,6.192285299,400.358306885,8.433333397,-4.171000004,1,1
7.202017307,6.202017307,400.327423096,-31.533332825,-3.601000071,1,1
7.212270975,6.212270975,400.404632568,34.420833588,3.789000034,1,1
7.222045660,6.222045660,400.197845459,-48.491664886,-3.737999916,1,1
7.232346535,6.232346535,400.283111572,16.454166412,3.858999968,1,1
7.242081642,6.242081642,400.085388184,-4.491666794,-3.819999933,1,1
7.252404451,6.252404451,400.378448486,2.520833492,3.973999977,1,1
7.262104273,6.262104273,400.195831299,12.924999237,-4.229000092,1,1
7.272312641,6.272312641,400.220672607,-9.212499619,-3.790999889,1,1
7.282012939,6.282012939,400.308624268,-19.433332443,-0.755999982,1,1
7.292405367,6.292405367,400.409667969,19.845832825,3.502000093,1,1
7.302093267,6.302093267,400.326416016,9.441666603,-4.189000130,1,1
7.312239885,6.312239885,400.306274414,-24.979166031,-3.897000074,1,1
7.322119236,6.322119236,400.430480957,8.250000000,3.545000076,1,1
7.332350969,6.332350969,400.286468506,11.962499619,-3.904000044,1,1
7.342109919,6.342109919,400.317352295,-29.837501526,-3.247999907,1,1
7.352281332,6.352281332,400.374084473,21.862499237,3.740000010,1,1
7.362015009,6.362015009,400.311645508,12.100000381,-3.855999947,1,1
7.372275829,6.372275829,400.292846680,-19.112499237,-3.798000097,1,1
7.382087231,6.382087231,400.381134033,-7.012499809,3.671000004,1,1
7.392293453,6.392293453,400.395568848,25.208333969,3.220000029,1,1
7.402039528,6.402039528,400.320037842,-3.987500191,-4.203999996,1,1
7.412330627,6.412330627,400.484191895,-8.204166412,3.826999903,1,1
7.422130108,6.422130108,400.445587158,27.729166031,3.088999987,1,1
7.432346344,6.432346344,400.373413086,-33.733333588,-3.766000032,1,1
7.442117929,6.442117929,400.500640869,2.200000048,3.700999975,1,1
7.452324152,6.452324152,400.442230225,20.166667938,0.890999973,1,1
7.462082148,6.462082148,400.296203613,-31.854166031,-3.634999990,1,1
7.472425699,6.472425699,400.390869141,3.025000095,3.890000105,1,1
7.482063532,6.482063532,400.297210693,19.479167938,-3.959000111,1,1
7.492328644,6.492328644,400.360656738,-25.804166794,-3.354000092,1,1
7.502138138,6.502138138,400.426116943,28.554166794,3.457000017,1,1
7.512347937,6.512347937,400.235107422,-24.154167175,-3.739000082,1,1
7.522074223,6.522074223,400.418731689,-3.666666746,3.957000017,1,1
7.532316208,6.532316208,400.453979492,30.754167557,3.312999964,1,1
7.542087793,6.542087793,400.324737549,-28.829166412,-3.835000038,1,1
7.552330256,6.552330256,400.438537598,6.920833111,3.668999910,1,1
7.562067986,6.562067986,400.263305664,5.545833111,-4.109000206,1,1
7.572386980,6.572386980,400.265655518,-29.837501526,-3.338999987,1,1
7.582117081,6.582117081,400.331115723,40.974998474,3.469000101,1,1
7.592380762,6.592380762,400.198516846,-43.129165649,-3.737999916,1,1
7.602007627,6.602007627,400.383148193,34.787498474,3.460999966,1,1
7.612425566,6.612425566,400.198516846,-17.783332825,-4.188000202,1,1
7.622208118,6.622208118,400.287139893,-14.254166603,4.061999798,1,1
7.632346869,6.632346869,400.239135742,24.520833969,3.085999966,1,1
7.642154694,6.642154694,400.122985840,-31.716667175,-3.730999947,1,1
7.652451038,6.652451038,400.279418945,23.191667557,3.964999914,1,1
7.662034512,6.662034512,400.086730957,-9.029166222,-4.038000107,1,1
7.672305346,6.672305346,400.351928711,9.258333206,4.018000126,1,1
7.682249546,6.682249546,400.132049561,-5.362500191,-4.192999840,1,1
7.692419052,6.692419052,400.389190674,0.687500000,4.146999836,1,1
7.702022076,6.702022076,400.176696777,0.870833337,-4.111000061,1,1
7.712353468,6.712353468,400.248535156,-18.424999237,1.294999957,1,1
7.722104549,6.722104549,400.270355225,28.875000000,3.573999882,1,1
7.732469559,6.732469559,400.198852539,-27.316667557,-3.852999926,1,1
7.742123127,6.742123127,400.350921631,2.383333445,3.930000067,1,1
7.752474070,6.752474070,400.280426025,26.033332825,0.626999974,1,1
7.762140036,6.762140036,400.219665527,-33.045833588,-3.512000084,1,1
7.772349119,6.772349119,400.381469727,9.258333206,3.865000010,1,1
7.782027006,6.782027006,400.260620117,22.366666794,-4.171000004,1,1
7.792475462,6.792475462,400.263305664,-35.245834351,-3.561000109,1,1
7.802038431,6.802038431,400.369720459,23.375000000,3.694999933,1,1
7.812270403,6.812270403,400.250213623,2.383333445,-3.861999989,1,1
7.822119713,6.822119713,400.265991211,-31.533332825,-3.338999987,1,1
7.832284927,6.832284927,400.368377686,30.250000000,3.628000021,1,1
7.842137814,6.842137814,400.200531006,-12.237499237,-4.001999855,1,1
7.852309942,6.852309942,400.355621338,-7.883333206,4.150000095,1,1
7.862064123,6.862064123,400.299896240,33.412498474,3.148000002,1,1
7.872301817,6.872301817,400.198852539,-32.037498474,-3.887000084,1,1
