raw_relative_to_target400_s,shifted_relative_s_minus_1s,position_mm,velocity_mm_s,current_A,state,unit_message_code
3.612320900,2.612320900,390.303955078,1.008333325,-4.165999889,1,1
3.622099400,2.622099400,390.514770508,-2.979166746,0.591000021,1,1
3.632298470,2.632298470,390.702423096,41.799999237,3.821000099,1,1
3.642117023,2.642117023,390.675903320,5.224999905,-3.846999884,1,1
3.652357578,2.652357578,390.910888672,-3.483333349,0.661000013,1,1
3.662146091,2.662146091,391.071014404,42.808334351,2.980999947,1,1
3.672405720,2.672405720,391.093170166,-6.370833397,-4.334000111,1,1
3.682132959,2.682132959,391.404022217,19.845832825,3.361999989,1,1
3.692411184,2.692411184,391.376495361,23.375000000,-4.171999931,1,1
3.702070951,2.702070951,391.594024658,-11.229166985,-1.444000006,1,1
3.712320328,2.712320328,391.852508545,41.662498474,3.311000109,1,1
3.722159386,2.722159386,391.791412354,2.520833492,-3.861000061,1,1
3.732429504,2.732429504,392.012969971,-5.500000000,3.973000050,1,1
3.742092848,2.742092848,392.051239014,39.141666412,0.079000004,1,1
3.752443075,2.752443075,392.124420166,-20.304166794,-3.638000011,1,1
3.762195826,2.762195826,392.389953613,47.849998474,3.206000090,1,1
3.772373438,2.772373438,392.361419678,-10.037500381,-4.001999855,1,1
3.782163143,2.782163143,392.659851074,8.250000000,3.723000050,1,1
3.792359114,2.792359114,392.817291260,36.804164886,3.434999943,1,1
3.802093983,2.802093983,392.783721924,4.216666698,-3.937000036,1,1
3.812391043,2.812391043,392.995208740,-5.500000000,3.878000021,1,1
3.822281122,2.822281122,393.022064209,33.275001526,-0.615000010,1,1
3.832372904,2.832372904,393.089874268,-25.162498474,-3.562999964,1,1
3.842178345,2.842178345,393.245300293,48.537498474,3.049999952,1,1
3.852474213,2.852474213,393.295654297,-26.674999237,-3.210000038,1,1
3.862198830,2.862198830,393.469207764,49.683334351,3.096999884,1,1
3.872432470,2.872432470,393.464843750,-21.312500000,-4.076000214,1,1
3.882153511,2.882153511,393.691772461,17.462499619,3.709000111,1,1
3.892483950,2.892483950,393.652496338,20.166667938,-4.458000183,1,1
