tick,interval,received,coalesced,ring_overrun,priority_full,tx_errors,can_errors,can_error_code,loops,loop_gap_ms,enabled_mask,target1,target2,target_gap1_ms,target_gap2_ms,iq1,iq2,position1,position2,velocity1,velocity2,type2_1,type2_2,tx_complete
1117154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1118154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1119154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1120154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1121154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1122154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1123154,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
1124154,1000,13,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,2,2,606
1125154,1000,88,0,0,0,0,0,0,500,2,3,156,155,10,10,100,100,100,100,100,100,157,156,909
1126154,1000,91,0,0,0,0,0,0,500,2,3,191,191,10,10,100,100,100,100,100,100,191,191,977
1127154,1000,90,0,0,0,0,0,0,500,2,3,190,190,10,10,100,100,100,100,100,100,190,190,977
1128154,1000,91,0,0,0,0,0,0,500,2,3,191,191,10,10,100,100,100,100,100,100,190,190,975
1129154,1000,91,0,0,0,0,0,0,500,2,3,191,191,10,10,100,100,100,100,100,100,191,191,976
1130154,1000,90,0,0,0,0,0,0,500,2,3,190,190,10,10,100,100,100,100,100,100,191,191,976
1131154,1000,90,0,0,0,0,0,0,500,2,3,190,190,10,10,100,100,100,100,100,100,190,190,976
1132154,1000,91,0,0,0,0,0,0,500,2,3,191,191,10,10,100,100,100,100,100,100,191,191,980
1133154,1000,90,0,0,0,0,0,0,500,2,3,190,190,10,10,100,100,100,100,100,100,190,190,975
