tick,interval,received,coalesced,ring_overrun,priority_full,tx_errors,can_errors,can_error_code,loops,loop_gap_ms,enabled_mask,target1,target2,target_gap1_ms,target_gap2_ms,iq1,iq2,position1,position2,velocity1,velocity2,type2_1,type2_2,tx_complete
2453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,16,16,650
3453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
4453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
5453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
6453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
7453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
8453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
9453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
10453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
11453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
12453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
13453,1000,0,0,0,0,0,0,0,500,2,0,0,0,0,0,100,100,100,100,100,100,0,0,600
14453,1000,36,0,0,0,0,0,0,500,2,3,57,18,2,10,88,100,88,100,88,100,60,21,646
15453,1000,92,0,0,0,0,0,0,500,2,3,500,192,2,10,0,100,0,100,0,100,500,192,984
16453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,975
17453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,976
18453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,977
19453,1000,91,0,0,0,0,0,0,500,2,3,500,191,2,10,0,100,0,100,0,100,500,191,977
20453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,976
21453,1000,89,0,0,0,0,0,0,500,2,3,500,189,2,10,0,100,0,100,0,100,500,189,972
22453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,974
23453,1000,91,0,0,0,0,0,0,500,2,3,500,191,2,10,0,100,0,100,0,100,500,191,979
24453,1000,89,0,0,0,0,0,0,500,2,3,500,189,2,10,0,100,0,100,0,100,500,189,975
25453,1000,90,0,0,0,0,0,0,500,2,3,500,190,2,10,0,100,0,100,0,100,500,190,979
26453,1000,91,0,0,0,0,0,0,500,2,3,500,191,2,10,0,100,0,100,0,100,500,191,976
