tick,id,target,model,velocity,current,position,reference_current
829699,1,-0.0,0.0,0.0,0.0,89.00593566894531,9.739652887219563e-05
829719,1,-0.0,0.0,0.1940886676311493,-0.05495273694396019,89.00593566894531,-0.028343403711915016
829739,1,-0.0,0.0,0.13492055237293243,-0.043046705424785614,89.00593566894531,-0.03107050620019436
829759,1,-0.0,0.0,0.09903321415185928,-0.036321621388196945,89.00593566894531,-0.029706954956054688
829779,1,-0.0,0.0,0.011273011565208435,-0.01784990355372429,88.98397827148438,-0.03847264125943184
829799,1,-0.0,0.0,0.02403724379837513,-0.021942343562841415,89.00593566894531,-0.02503192238509655
829819,1,-0.0,0.0,0.03177914023399353,-0.02494071237742901,89.00593566894531,-0.020550666376948357
829839,1,-0.0,0.0,0.08069702982902527,-0.0398264117538929,89.00593566894531,-0.0232777688652277
829859,1,-0.0,0.0,0.06614500284194946,-0.0379752591252327,89.00593566894531,-0.0232777688652277
829879,1,-0.0,0.0,0.05731877312064171,-0.03741298243403435,89.00593566894531,-0.02503192238509655
829899,1,-0.0,0.0,0.05196540057659149,-0.03764008730649948,89.00593566894531,-0.02425173483788967
829919,1,-0.0,0.0,0.048718418926000595,-0.03835361450910568,89.00593566894531,-0.02464132197201252
829939,1,-0.0,0.0,0.04674902558326721,-0.039369817823171616,89.00593566894531,-0.026979852467775345
829959,1,-0.0,0.0,0.04555452615022659,-0.0405772402882576,89.00593566894531,-0.025226714089512825
829979,1,-0.0,0.0,0.04483002796769142,-0.04190829023718834,89.00593566894531,-0.02756423130631447
829999,1,-0.0,0.0,0.08446510881185532,-0.051709890365600586,89.00593566894531,-0.019187115132808685
830019,1,-0.0,0.0,0.13239675760269165,-0.06513606756925583,89.00593566894531,-0.020550666376948357
830039,1,-0.0,0.0,0.0975024625658989,-0.05896908789873123,89.00593566894531,-0.033018436282873154
830059,1,-0.0,0.0,0.07633800059556961,-0.05586552247405052,89.00593566894531,-0.03555074706673622
830079,1,-0.0,0.0,0.06350111961364746,-0.054627690464258194,89.00593566894531,-0.03749867528676987
830099,1,-0.0,0.0,0.05571518465876579,-0.054529111832380295,89.00593566894531,-0.03632991760969162
830119,1,-0.0,0.0,0.050992779433727264,-0.05512915551662445,89.00593566894531,-0.03691429644823074
