cycle,frequency_hz,fitted_travel_deg,raw_travel_deg,position_fit_residual_deg,saturation_fraction,valid,physical_velocity_model_gain,physical_velocity_model_phase_deg
1,0.2164528171822451,9.698928596948358,9.470367431640625,0.12127646230347644,0.0,True,0.9662004697438746,-2.0990648876983813
2,0.2498887801832794,9.581355675004446,9.580230712890625,0.10950918420528973,0.0,True,0.9550901852381529,-2.0891540548327403
3,0.28335701518352174,9.454037174743771,9.272674560546875,0.11073167934583508,0.0,True,0.9422535133711791,-1.388303136022877
4,0.31744697474462696,9.342577173666013,9.16278076171875,0.10398014010930619,0.0,True,0.9327759580487937,-1.163856555166415
5,0.3510081753436117,9.436746794722179,9.382492065429688,0.1009919994909562,0.0,True,0.9427533480718999,-0.9957821219533526
6,0.3840648607946211,9.338595095627186,9.184738159179688,0.10588574243876354,0.0,True,0.932057052473242,0.13342012345175125
7,0.4178226091537439,9.344047949709163,9.206710815429688,0.10647767661739381,0.0,True,0.9331053801334445,0.888388322643151
8,0.4512206833553761,9.213795539509686,9.096786499023438,0.10351857835304798,0.0,True,0.9198473895724717,1.7137766767527007
9,0.4842509471659075,9.35283310215564,9.20660400390625,0.09764237984256713,0.0,True,0.9326927168382904,2.2479769075761893
10,0.5178843085268126,9.297587971298984,9.096771240234375,0.10856981369699441,0.0,True,0.927690456043198,2.650474690820369
11,0.5534862949045032,9.414627793081504,9.250534057617188,0.10028602410722928,0.0,True,0.943326067368976,3.8150157324240848
12,0.5861133857095311,9.34541717992541,9.184646606445312,0.10376647885378797,0.0,True,0.9344233486346966,4.423116091467471
13,0.6198597880957836,9.535271293245872,9.3824462890625,0.09843150418533964,0.0,True,0.9544511116384018,4.659875017927672
14,0.6494096085424855,9.54985631553701,9.514297485351562,0.09944346169759444,0.0,True,0.9484795562639218,5.577636907627971
15,0.6906065308419282,9.614066284431418,9.536209106445312,0.1062583729147013,0.0,True,0.9672056830281933,5.953899947455445
16,0.7195377992925848,9.601247386501925,9.73394775390625,0.11079546630091766,0.0,True,0.9586207141338006,6.896913853660982
17,0.7508755612806954,9.619201471969902,9.975799560546875,0.12149177428435501,0.0,True,0.9583661229220385,7.012802722460124
18,0.7861680901549702,9.639461593856947,9.843841552734375,0.12309019653772107,0.0,True,0.9624270059549555,7.664283997991712
19,0.8228595374411175,9.598904145272492,9.821807861328125,0.11730008746218061,0.0,True,0.9628324698507278,8.441827205163444
20,0.8509617646392487,9.66982598791862,9.821807861328125,0.12538773100831996,0.0,True,0.963868026196969,9.020355723365224
21,0.8909677310804518,9.684884077400055,9.690017700195312,0.10611096751603193,0.0,True,0.9726818440011572,8.683522004740288
22,0.9143541121101971,9.696854461542374,9.668045043945312,0.12905748074063864,0.0,True,0.962759701986246,10.222314734778445
23,0.9640978013927585,9.754825627592052,10.173431396484375,0.15522066675621077,0.0,True,0.9867445251120641,10.230302387813904
24,0.9871660945369191,9.957953183809407,10.4371337890625,0.16224280051500384,0.0,True,0.9943846499131339,9.946898016427419
25,1.0130946301243788,9.968967001908098,10.503021240234375,0.17098517899732749,0.0,True,0.9886824912462697,10.84781529301659
26,1.060539836412478,10.039984540998624,10.4371337890625,0.16417829877787835,0.0,True,1.0103558901053604,10.373564355493981
27,1.0890519023449685,10.140824370263818,10.239334106445312,0.14394766116993357,0.0,True,1.0157444310916564,10.314973614491807
28,1.1169684146799213,10.15972539983983,10.173431396484375,0.1312955856185596,0.0,True,1.010499910787051,10.493850967291076
29,1.1598796980663197,10.160990555622504,10.151458740234375,0.13774601788409727,0.0,True,1.0202448681451186,10.8909865642287
30,1.1905241045825297,10.090007257387105,10.195388793945312,0.1278327886796507,0.0,True,1.011538589049901,10.53832695049755
31,1.232059269676345,10.148491860947027,10.305282592773438,0.12978578673772387,0.0,True,1.0218392985309073,10.606741951392484
32,1.2519566673634004,10.141298697355692,10.151458740234375,0.1386880812378324,0.0,True,1.0137503564980048,11.234877504534344
33,1.281391482930394,10.163720555468217,10.151412963867188,0.13860158140796044,0.0,True,1.0102827948437074,10.761554829294765
34,1.3294698063292945,10.096839977579496,10.10748291015625,0.14087597684421177,0.0,True,1.016590155027762,10.852066607554544
35,1.3548803872811281,10.17182503163246,10.151458740234375,0.1576955020781704,0.0,True,1.016743369162757,11.125324869130587
36,1.3846957552144272,10.155449059490227,9.997650146484375,0.18605691403730787,0.0,True,1.0117469293179617,10.93574354120108
37,1.4215208261577033,10.062991308909236,10.08551025390625,0.17782466435359853,0.0,True,1.0058973038904035,10.56530204042249
38,1.4530471400545601,9.914681469194656,9.975631713867188,0.19486552082895456,0.0,True,0.9885608355442811,11.167251093295937
