tick_ms,position_mm,velocity_mm_s,target_mm_s,internal_model_mm_s,current_command_A,unsaturated_current_A,saturated
6.866400000000000000e+04,2.498089999999999975e+02,-0.000000000000000000e+00,4.000000000000000000e+02,1.568399999999999928e+01,9.740999999999999659e+00,9.740999999999999659e+00,0.000000000000000000e+00
6.866600000000000000e+04,2.498089999999999975e+02,-0.000000000000000000e+00,4.000000000000000000e+02,3.075300000000000011e+01,1.000000000000000000e+01,1.146700000000000053e+01,1.000000000000000000e+00
6.866800000000000000e+04,2.498309999999999889e+02,9.074999999999999289e+00,4.000000000000000000e+02,4.523199999999999932e+01,1.000000000000000000e+01,1.205000000000000071e+01,1.000000000000000000e+00
6.867000000000000000e+04,2.498979999999999961e+02,3.057100000000000151e+01,4.000000000000000000e+02,5.914200000000000301e+01,1.000000000000000000e+01,1.108500000000000085e+01,1.000000000000000000e+00
6.867200000000000000e+04,2.500039999999999907e+02,5.220400000000000063e+01,4.000000000000000000e+02,7.250799999999999557e+01,1.000000000000000000e+01,1.004899999999999949e+01,1.000000000000000000e+00
6.867400000000000000e+04,2.501579999999999870e+02,7.204999999999999716e+01,4.000000000000000000e+02,8.534900000000000375e+01,9.208000000000000185e+00,9.208000000000000185e+00,0.000000000000000000e+00
6.867600000000000000e+04,2.503379999999999939e+02,8.882500000000000284e+01,4.000000000000000000e+02,9.768600000000000705e+01,8.640000000000000568e+00,8.640000000000000568e+00,0.000000000000000000e+00
6.867800000000000000e+04,2.505610000000000070e+02,1.107789999999999964e+02,4.000000000000000000e+02,1.095400000000000063e+02,7.366999999999999993e+00,7.366999999999999993e+00,0.000000000000000000e+00
6.868000000000000000e+04,2.507990000000000066e+02,1.227420000000000044e+02,4.000000000000000000e+02,1.209290000000000020e+02,7.182999999999999829e+00,7.182999999999999829e+00,0.000000000000000000e+00
6.868200000000000000e+04,2.510829999999999984e+02,1.359879999999999995e+02,4.000000000000000000e+02,1.318720000000000141e+02,6.791999999999999815e+00,6.791999999999999815e+00,0.000000000000000000e+00
6.868400000000000000e+04,2.513839999999999861e+02,1.530829999999999984e+02,4.000000000000000000e+02,1.423849999999999909e+02,5.873999999999999666e+00,5.873999999999999666e+00,0.000000000000000000e+00
6.868600000000000000e+04,2.518830000000000098e+02,1.694000000000000057e+02,4.000000000000000000e+02,1.524869999999999948e+02,4.961999999999999744e+00,4.961999999999999744e+00,0.000000000000000000e+00
