tick_ms,position_mm,velocity_mm_s,target_mm_s,internal_model_mm_s,current_command_A,unsaturated_current_A,saturated
2.549360000000000000e+05,2.498199999999999932e+02,-0.000000000000000000e+00,8.000000000000000000e+02,3.136799999999999855e+01,1.000000000000000000e+01,1.945100000000000051e+01,1.000000000000000000e+00
2.549380000000000000e+05,2.498199999999999932e+02,-0.000000000000000000e+00,8.000000000000000000e+02,6.150699999999999790e+01,1.000000000000000000e+01,2.253000000000000114e+01,1.000000000000000000e+00
2.549400000000000000e+05,2.498400000000000034e+02,6.921000000000000263e+00,8.000000000000000000e+02,9.046399999999999864e+01,1.000000000000000000e+01,2.466199999999999903e+01,1.000000000000000000e+00
2.549420000000000000e+05,2.499120000000000061e+02,2.873699999999999832e+01,8.000000000000000000e+02,1.182849999999999966e+02,1.000000000000000000e+01,2.489799999999999969e+01,1.000000000000000000e+00
2.549440000000000000e+05,2.500769999999999982e+02,5.509199999999999875e+01,8.000000000000000000e+02,1.450149999999999864e+02,1.000000000000000000e+01,2.448799999999999955e+01,1.000000000000000000e+00
2.549460000000000000e+05,2.502369999999999948e+02,7.975000000000000000e+01,8.000000000000000000e+02,1.706980000000000075e+02,1.000000000000000000e+01,2.418400000000000105e+01,1.000000000000000000e+00
2.549480000000000000e+05,2.504420000000000073e+02,9.487500000000000000e+01,8.000000000000000000e+02,1.953729999999999905e+02,1.000000000000000000e+01,2.492500000000000071e+01,1.000000000000000000e+00
2.549500000000000000e+05,2.506829999999999927e+02,1.141710000000000065e+02,8.000000000000000000e+02,2.190809999999999889e+02,1.000000000000000000e+01,2.507300000000000040e+01,1.000000000000000000e+00
2.549520000000000000e+05,2.509689999999999941e+02,1.373170000000000073e+02,8.000000000000000000e+02,2.418590000000000089e+02,1.000000000000000000e+01,2.467200000000000060e+01,1.000000000000000000e+00
2.549540000000000000e+05,2.512750000000000057e+02,1.539540000000000077e+02,8.000000000000000000e+02,2.637440000000000282e+02,1.000000000000000000e+01,2.496499999999999986e+01,1.000000000000000000e+00
2.549560000000000000e+05,2.516370000000000005e+02,1.749000000000000057e+02,8.000000000000000000e+02,2.847710000000000150e+02,1.000000000000000000e+01,2.465899999999999892e+01,1.000000000000000000e+00
2.549580000000000000e+05,2.520300000000000011e+02,1.938750000000000000e+02,8.000000000000000000e+02,3.049730000000000132e+02,1.000000000000000000e+01,2.451099999999999923e+01,1.000000000000000000e+00
2.549600000000000000e+05,2.524830000000000041e+02,2.130329999999999870e+02,8.000000000000000000e+02,3.243840000000000146e+02,1.000000000000000000e+01,2.426500000000000057e+01,1.000000000000000000e+00
2.549620000000000000e+05,2.529660000000000082e+02,2.373710000000000093e+02,8.000000000000000000e+02,3.430330000000000155e+02,1.000000000000000000e+01,2.332600000000000051e+01,1.000000000000000000e+00
2.549640000000000000e+05,2.534919999999999902e+02,2.568500000000000227e+02,8.000000000000000000e+02,3.609510000000000218e+02,1.000000000000000000e+01,2.290099999999999980e+01,1.000000000000000000e+00
2.549660000000000000e+05,2.540389999999999873e+02,2.724329999999999927e+02,8.000000000000000000e+02,3.781659999999999968e+02,1.000000000000000000e+01,2.287399999999999878e+01,1.000000000000000000e+00
2.549680000000000000e+05,2.546479999999999961e+02,2.939289999999999736e+02,8.000000000000000000e+02,3.947060000000000173e+02,1.000000000000000000e+01,2.207300000000000040e+01,1.000000000000000000e+00
2.549700000000000000e+05,2.552740000000000009e+02,3.108879999999999768e+02,8.000000000000000000e+02,4.105980000000000132e+02,1.000000000000000000e+01,2.175400000000000134e+01,1.000000000000000000e+00
2.549720000000000000e+05,2.559650000000000034e+02,3.321999999999999886e+02,8.000000000000000000e+02,4.258670000000000186e+02,1.000000000000000000e+01,2.085399999999999920e+01,1.000000000000000000e+00
2.549740000000000000e+05,2.566689999999999827e+02,3.518170000000000073e+02,8.000000000000000000e+02,4.405369999999999777e+02,1.000000000000000000e+01,2.010000000000000142e+01,1.000000000000000000e+00
2.549760000000000000e+05,2.574340000000000259e+02,3.712959999999999923e+02,8.000000000000000000e+02,4.546309999999999718e+02,1.000000000000000000e+01,1.930699999999999861e+01,1.000000000000000000e+00
2.549780000000000000e+05,2.582099999999999795e+02,3.929289999999999736e+02,8.000000000000000000e+02,4.681739999999999782e+02,1.000000000000000000e+01,1.820400000000000063e+01,1.000000000000000000e+00
2.549800000000000000e+05,2.590550000000000068e+02,4.115830000000000268e+02,8.000000000000000000e+02,4.811850000000000023e+02,1.000000000000000000e+01,1.740599999999999881e+01,1.000000000000000000e+00
2.549820000000000000e+05,2.599220000000000255e+02,4.301920000000000073e+02,8.000000000000000000e+02,4.936859999999999786e+02,1.000000000000000000e+01,1.656599999999999895e+01,1.000000000000000000e+00
2.549840000000000000e+05,2.608539999999999850e+02,4.488460000000000036e+02,8.000000000000000000e+02,5.056960000000000264e+02,1.000000000000000000e+01,1.567200000000000060e+01,1.000000000000000000e+00
2.549860000000000000e+05,2.617850000000000250e+02,4.713500000000000227e+02,8.000000000000000000e+02,5.172359999999999900e+02,1.000000000000000000e+01,1.427299999999999969e+01,1.000000000000000000e+00
2.549880000000000000e+05,2.627740000000000009e+02,4.896379999999999768e+02,8.000000000000000000e+02,5.283229999999999791e+02,1.000000000000000000e+01,1.333500000000000085e+01,1.000000000000000000e+00
2.549900000000000000e+05,2.638120000000000118e+02,5.082459999999999809e+02,8.000000000000000000e+02,5.389759999999999991e+02,1.000000000000000000e+01,1.231700000000000017e+01,1.000000000000000000e+00
2.549920000000000000e+05,2.648530000000000086e+02,5.262129999999999654e+02,8.000000000000000000e+02,5.492110000000000127e+02,1.000000000000000000e+01,1.133600000000000030e+01,1.000000000000000000e+00
2.549940000000000000e+05,2.659700000000000273e+02,5.434919999999999618e+02,8.000000000000000000e+02,5.590449999999999591e+02,1.000000000000000000e+01,1.039799999999999969e+01,1.000000000000000000e+00
2.549960000000000000e+05,2.670840000000000032e+02,5.621459999999999582e+02,8.000000000000000000e+02,5.684930000000000518e+02,9.278999999999999915e+00,9.278999999999999915e+00,0.000000000000000000e+00
2.549980000000000000e+05,2.682529999999999859e+02,5.801119999999999663e+02,8.000000000000000000e+02,5.775700000000000500e+02,8.160999999999999588e+00,8.160999999999999588e+00,0.000000000000000000e+00
2.550000000000000000e+05,2.694809999999999945e+02,5.990879999999999654e+02,8.000000000000000000e+02,5.862920000000000300e+02,6.825000000000000178e+00,6.825000000000000178e+00,0.000000000000000000e+00
2.550020000000000000e+05,2.706920000000000073e+02,6.135249999999999773e+02,8.000000000000000000e+02,5.946710000000000491e+02,5.934000000000000163e+00,5.934000000000000163e+00,0.000000000000000000e+00
2.550040000000000000e+05,2.720009999999999764e+02,6.277789999999999964e+02,8.000000000000000000e+02,6.027219999999999800e+02,4.988999999999999879e+00,4.988999999999999879e+00,0.000000000000000000e+00
2.550060000000000000e+05,2.732579999999999814e+02,6.393289999999999509e+02,8.000000000000000000e+02,6.104579999999999700e+02,4.293000000000000149e+00,4.293000000000000149e+00,0.000000000000000000e+00
