cycle,frequency_hz,fitted_travel_deg,raw_travel_deg,position_fit_residual_deg,saturation_fraction,valid,physical_velocity_model_gain,physical_velocity_model_phase_deg
1,0.2160371501932722,9.711623762302473,9.448333740234375,0.17100201163047243,0.0,True,0.9656339364550033,-3.748681410495318
2,0.250448386609752,9.736977935481093,9.514236450195312,0.13892558512250025,0.0,True,0.9722765508613541,-4.046228735856973
3,0.28326864370693994,9.46667041949535,9.426376342773438,0.13570467964921662,0.0,True,0.9431037413210365,-3.487588073041306
4,0.31661949817645757,9.360084184663494,9.074752807617188,0.14050874591919868,0.0,True,0.9326553207562379,-4.13253478505544
5,0.3508997074049987,9.222316111707267,8.986892700195312,0.13728236153601775,0.0,True,0.9211227908349776,-3.5908556801299567
6,0.384741257827839,9.048717832565355,8.877059936523438,0.14779772064245242,0.0,True,0.9047011797833316,-2.4486328820773844
7,0.4179129899135742,8.98151332241084,8.745208740234375,0.15038015291907517,0.0,True,0.897232433653625,-2.0397173091055043
8,0.45045582249055766,9.00337812825876,8.7891845703125,0.13206268581248473,0.0,True,0.8972512145478653,-1.2070037795683788
9,0.48594266549381,9.020864957035702,8.635330200195312,0.14008330916915734,0.0,True,0.9025861741964964,-0.20241497731293082
10,0.5190314440542515,9.072896027823022,8.899139404296875,0.11845793544124368,0.0,True,0.907224294040273,0.7614996655017097
11,0.5518927897976025,9.062148326835459,8.899078369140625,0.12633813405686048,0.0,True,0.9055263862876881,1.454830061364885
12,0.583615895816176,9.180871308709536,8.98699951171875,0.11891404433175647,0.0,True,0.9139463364978,2.0172143637630042
13,0.6202929956029046,9.253522954835768,9.074859619140625,0.11185819507674308,0.0,True,0.9268887156096856,2.1704280798215567
14,0.6501735986153009,9.294434845379971,9.294570922851562,0.1058963224197922,0.0,True,0.9260056196267605,3.14512386270847
15,0.6897747239321279,9.32749709371229,9.31658935546875,0.10926100415098923,0.0,True,0.9369812694426266,3.582893914003104
16,0.7179417177280337,9.457641767321425,9.514297485351562,0.11911444734700768,0.0,True,0.9422906014820484,4.587438222906219
17,0.7514077043812127,9.466480735972654,9.426422119140625,0.10904179122346826,0.0,True,0.9437003663039558,4.910028759400174
18,0.79003622050547,9.422118991808992,9.382492065429688,0.10123094322060253,0.0,True,0.9450855992790497,5.972593654472736
19,0.8191339612098252,9.493487221217451,9.470413208007812,0.1346673842936223,0.0,True,0.9475465372085893,5.957917375846765
20,0.8574309274123664,9.400333919818273,9.36053466796875,0.12249711940451846,0.0,True,0.9432572506095337,7.138689489738697
21,0.8832669741434299,9.48544133251957,9.404464721679688,0.13809742531909378,0.0,True,0.9445185931974982,7.805308221623776
22,0.9222891814862271,9.548354090033714,9.558273315429688,0.1384762716270347,0.0,True,0.9554403123919262,8.195787436849349
23,0.9566171894907748,9.68736244417088,9.909835815429688,0.15920690970240908,0.0,True,0.9704221867789109,7.973283347985477
24,0.9868599563349605,9.868267758333715,10.26141357421875,0.16836020353495673,0.0,True,0.985065265311704,7.917543378101792
25,1.0174813424853502,10.099493342912615,10.085617065429688,0.15205763537519207,0.0,True,1.0059868819479758,7.927344746177951
26,1.0592976988902867,10.160808654210298,10.107635498046875,0.13536806829808054,0.0,True,1.0202100804852627,7.972846968424938
27,1.0905553574422155,10.153135596749387,10.107589721679688,0.12185218852753303,0.0,True,1.0174855718384912,8.308346432303832
28,1.1114882532797237,10.192091841931358,10.06365966796875,0.13552511444479048,0.0,True,1.0087594784593652,8.537130585729589
29,1.1551013341420313,10.153353930468926,10.08563232421875,0.12170876318503217,0.0,True,1.0142684557900896,8.463081703423905
30,1.1906181010702064,10.169065920365565,10.06365966796875,0.12381932759813957,0.0,True,1.0194602851893642,8.260025109889716
31,1.2234522190219106,10.109679538433195,10.04168701171875,0.1138110022259756,0.0,True,1.0123711894845022,7.957595935383537
32,1.263915127605004,10.019164356968455,9.975784301757812,0.11697267540472703,0.0,True,1.0082207482754948,7.73286305213393
33,1.2917920801678948,10.003320920931435,9.997695922851562,0.15170214110098024,0.0,True,1.0003831292174283,7.2682244133050355
34,1.327296764596035,10.066443062027506,9.975738525390625,0.17529149010389763,0.0,True,1.012591995659116,6.790869659788894
35,1.3424054376908021,9.859597275012446,9.88787841796875,0.20766941020004448,0.0,True,0.9774532506269268,6.749638799881532
36,1.395510305947845,9.856910739165302,9.88787841796875,0.203752789064304,0.0,True,0.9928562052507839,6.458820650210603
37,1.4205478576027821,9.863115449521523,9.800018310546875,0.2141256656344521,0.0,True,0.9850508561815702,6.990940815412794
38,1.453486915746705,9.785494310322274,9.800003051757812,0.23354721079801746,0.0,True,0.9789589661167217,6.284445458972334
