f7_tick_ms,position_mm,measured_velocity_mm_s,applied_mpc_velocity_mm_s,dob_model_velocity_mm_s,controller_current_A,unsaturated_controller_current_A,saturated
8.473400000000000000e+04,3.351260375976562500e+02,-8.216083374023437500e+02,-8.250000000000000000e+02,-8.219489135742187500e+02,-1.313686847686767578e+00,-1.313686847686767578e+00,0.000000000000000000e+00
8.473700000000000000e+04,3.334515991210937500e+02,-8.224333496093750000e+02,-8.250000000000000000e+02,-8.220685424804687500e+02,-1.203045368194580078e+00,-1.203045368194580078e+00,0.000000000000000000e+00
8.473800000000000000e+04,3.318040161132812500e+02,-8.237624511718750000e+02,-8.250000000000000000e+02,-8.221834716796875000e+02,-1.026631832122802734e+00,-1.026631832122802734e+00,0.000000000000000000e+00
8.474000000000000000e+04,3.301255493164062500e+02,-8.234416503906250000e+02,-8.250000000000000000e+02,-8.222938842773437500e+02,-1.040967464447021484e+00,-1.040967464447021484e+00,0.000000000000000000e+00
8.474200000000000000e+04,3.285360412597656250e+02,-8.242666625976562500e+02,-8.250000000000000000e+02,-8.223999633789062500e+02,-9.192419052124023438e-01,-9.192419052124023438e-01,0.000000000000000000e+00
8.474400000000000000e+04,3.268558959960937500e+02,-8.242666625976562500e+02,-8.250000000000000000e+02,-8.225018920898437500e+02,-8.919034004211425781e-01,-8.919034004211425781e-01,0.000000000000000000e+00
8.474600000000000000e+04,3.251791076660156250e+02,-8.242666625976562500e+02,-8.250000000000000000e+02,-8.225998535156250000e+02,-8.646240234375000000e-01,-8.646240234375000000e-01,0.000000000000000000e+00
8.474800000000000000e+04,3.236466674804687500e+02,-8.245875244140625000e+02,-8.250000000000000000e+02,-8.226939697265625000e+02,-7.987036705017089844e-01,-7.987036705017089844e-01,0.000000000000000000e+00
8.475000000000000000e+04,3.219148254394531250e+02,-8.222500000000000000e+02,-8.250000000000000000e+02,-8.227843627929687500e+02,-1.051422595977783203e+00,-1.051422595977783203e+00,0.000000000000000000e+00
8.475200000000000000e+04,3.202430725097656250e+02,-8.214250488281250000e+02,-8.250000000000000000e+02,-8.228712158203125000e+02,-1.136592864990234375e+00,-1.136592864990234375e+00,0.000000000000000000e+00
8.475400000000000000e+04,3.185713195800781250e+02,-8.211041870117187500e+02,-8.250000000000000000e+02,-8.229546508789062500e+02,-1.166423320770263672e+00,-1.166423320770263672e+00,0.000000000000000000e+00
8.475700000000000000e+04,3.169599914550781250e+02,-8.199124755859375000e+02,-8.250000000000000000e+02,-8.230348510742187500e+02,-1.303606510162353516e+00,-1.303606510162353516e+00,0.000000000000000000e+00
8.475800000000000000e+04,3.153768615722656250e+02,-8.202333374023437500e+02,-8.250000000000000000e+02,-8.231118774414062500e+02,-1.266232967376708984e+00,-1.266232967376708984e+00,0.000000000000000000e+00
8.476000000000000000e+04,3.137101440429687500e+02,-8.200958251953125000e+02,-8.250000000000000000e+02,-8.231859130859375000e+02,-1.282507896423339844e+00,-1.282507896423339844e+00,0.000000000000000000e+00
8.476200000000000000e+04,3.120424194335937500e+02,-8.190875244140625000e+02,-8.250000000000000000e+02,-8.232570190429687500e+02,-1.405050277709960938e+00,-1.405050277709960938e+00,0.000000000000000000e+00
8.476400000000000000e+04,3.104042358398437500e+02,-8.185833129882812500e+02,-8.250000000000000000e+02,-8.233253173828125000e+02,-1.473583698272705078e+00,-1.473583698272705078e+00,0.000000000000000000e+00
8.476600000000000000e+04,3.087955932617187500e+02,-8.184000244140625000e+02,-8.250000000000000000e+02,-8.233909912109375000e+02,-1.507083892822265625e+00,-1.507083892822265625e+00,0.000000000000000000e+00
8.476800000000000000e+04,3.071329040527343750e+02,-8.170708618164062500e+02,-8.250000000000000000e+02,-8.234540405273437500e+02,-1.680446147918701172e+00,-1.680446147918701172e+00,0.000000000000000000e+00
8.477000000000000000e+04,3.054708862304687500e+02,-8.173916625976562500e+02,-8.250000000000000000e+02,-8.235146484375000000e+02,-1.663775444030761719e+00,-1.663775444030761719e+00,0.000000000000000000e+00
8.477200000000000000e+04,3.038380737304687500e+02,-8.173916625976562500e+02,-8.250000000000000000e+02,-8.235728759765625000e+02,-1.684377670288085938e+00,-1.684377670288085938e+00,0.000000000000000000e+00
8.477400000000000000e+04,3.021787414550781250e+02,-8.143666381835937500e+02,-8.250000000000000000e+02,-8.236288452148437500e+02,-2.070423126220703125e+00,-2.070423126220703125e+00,0.000000000000000000e+00
8.477700000000000000e+04,3.005758056640625000e+02,-8.153750000000000000e+02,-8.009010620117187500e+02,-8.227376708984375000e+02,-1.402955055236816406e+00,-1.402955055236816406e+00,0.000000000000000000e+00
8.477800000000000000e+04,2.987398986816406250e+02,-8.156958618164062500e+02,-8.009010620117187500e+02,-8.218814697265625000e+02,-1.292923450469970703e+00,-1.292923450469970703e+00,0.000000000000000000e+00
8.478000000000000000e+04,2.972843322753906250e+02,-8.153750000000000000e+02,-8.009010620117187500e+02,-8.210588378906250000e+02,-1.257115840911865234e+00,-1.257115840911865234e+00,0.000000000000000000e+00
8.478200000000000000e+04,2.956797180175781250e+02,-8.168874511718750000e+02,-8.009010620117187500e+02,-8.202684326171875000e+02,-1.001070976257324219e+00,-1.001070976257324219e+00,0.000000000000000000e+00
8.478400000000000000e+04,2.940472412109375000e+02,-8.161999511718750000e+02,-8.009010620117187500e+02,-8.195090332031250000e+02,-9.996175765991210938e-01,-9.996175765991210938e-01,0.000000000000000000e+00
8.478600000000000000e+04,2.923895874023437500e+02,-8.153750000000000000e+02,-8.009010620117187500e+02,-8.187794189453125000e+02,-1.017854690551757812e+00,-1.017854690551757812e+00,0.000000000000000000e+00
8.478800000000000000e+04,2.907309265136718750e+02,-8.138625488281250000e+02,-8.009010620117187500e+02,-8.180783691406250000e+02,-1.123045444488525391e+00,-1.123045444488525391e+00,0.000000000000000000e+00
8.479000000000000000e+04,2.891652526855468750e+02,-8.126708374023437500e+02,-8.009010620117187500e+02,-8.174047851562500000e+02,-1.198025226593017578e+00,-1.198025226593017578e+00,0.000000000000000000e+00
8.479200000000000000e+04,2.875149841308593750e+02,-8.116624755859375000e+02,-8.009010620117187500e+02,-8.167576904296875000e+02,-1.257452964782714844e+00,-1.257452964782714844e+00,0.000000000000000000e+00
8.479400000000000000e+04,2.858684082031250000e+02,-8.095083618164062500e+02,-8.009010620117187500e+02,-8.161359863281250000e+02,-1.460550785064697266e+00,-1.460550785064697266e+00,0.000000000000000000e+00
8.479700000000000000e+04,2.842832641601562500e+02,-8.079958496093750000e+02,-4.805688171386718750e+02,-8.029782104492187500e+02,6.201750278472900391e+00,6.201750278472900391e+00,0.000000000000000000e+00
8.479800000000000000e+04,2.826682434082031250e+02,-8.079958496093750000e+02,-4.805688171386718750e+02,-7.903363647460937500e+02,7.656013488769531250e+00,7.656013488769531250e+00,0.000000000000000000e+00
8.480000000000000000e+04,2.810908203125000000e+02,-8.063000488281250000e+02,-4.805688171386718750e+02,-7.781902465820312500e+02,8.931422233581542969e+00,8.931422233581542969e+00,0.000000000000000000e+00
8.480200000000000000e+04,2.794791564941406250e+02,-7.974083251953125000e+02,-4.805688171386718750e+02,-7.665203857421875000e+02,9.353850364685058594e+00,9.353850364685058594e+00,0.000000000000000000e+00
8.480400000000000000e+04,2.779013977050781250e+02,-7.826500244140625000e+02,-4.805688171386718750e+02,-7.553081054687500000e+02,9.037783622741699219e+00,9.037783622741699219e+00,0.000000000000000000e+00
8.480600000000000000e+04,2.763884277343750000e+02,-7.660124511718750000e+02,-4.805688171386718750e+02,-7.445354614257812500e+02,8.426160812377929688e+00,8.426160812377929688e+00,0.000000000000000000e+00
8.480800000000000000e+04,2.749409179687500000e+02,-7.458916625976562500e+02,-4.805688171386718750e+02,-7.341851806640625000e+02,7.312438488006591797e+00,7.312438488006591797e+00,0.000000000000000000e+00
8.481000000000000000e+04,2.734866943359375000e+02,-7.247166748046875000e+02,-4.805688171386718750e+02,-7.242407836914062500e+02,5.966136455535888672e+00,5.966136455535888672e+00,0.000000000000000000e+00
8.481200000000000000e+04,2.721043090820312500e+02,-7.015708618164062500e+02,-4.805688171386718750e+02,-7.146862792968750000e+02,4.268437862396240234e+00,4.268437862396240234e+00,0.000000000000000000e+00
8.481400000000000000e+04,2.707430725097656250e+02,-6.789291381835937500e+02,-4.805688171386718750e+02,-7.055064086914062500e+02,2.503650188446044922e+00,2.503650188446044922e+00,0.000000000000000000e+00
8.481700000000000000e+04,2.688396911621093750e+02,-6.458375244140625000e+02,-3.326721801757812500e+02,-6.908873291015625000e+02,2.953666687011718750e+00,2.953666687011718750e+00,0.000000000000000000e+00
8.481800000000000000e+04,2.681968383789062500e+02,-6.374500122070312500e+02,-3.326721801757812500e+02,-6.768414916992187500e+02,3.242198705673217773e+00,3.242198705673217773e+00,0.000000000000000000e+00
8.482000000000000000e+04,2.669779357910156250e+02,-6.173291625976562500e+02,-3.326721801757812500e+02,-6.633464355468750000e+02,2.086873531341552734e+00,2.086873531341552734e+00,0.000000000000000000e+00
8.482200000000000000e+04,2.652162170410156250e+02,-5.919833374023437500e+02,-3.326721801757812500e+02,-6.503804931640625000e+02,1.974668502807617188e-01,1.974668502807617188e-01,0.000000000000000000e+00
8.482400000000000000e+04,2.640641174316406250e+02,-5.745208740234375000e+02,-3.326721801757812500e+02,-6.379229736328125000e+02,-8.798317909240722656e-01,-8.798317909240722656e-01,0.000000000000000000e+00
8.482600000000000000e+04,2.630439453125000000e+02,-5.593958740234375000e+02,-3.326721801757812500e+02,-6.259539184570312500e+02,-1.765806198120117188e+00,-1.765806198120117188e+00,0.000000000000000000e+00
8.482800000000000000e+04,2.619123229980468750e+02,-5.464708251953125000e+02,-3.326721801757812500e+02,-6.144541625976562500e+02,-2.463560104370117188e+00,-2.463560104370117188e+00,0.000000000000000000e+00
8.483000000000000000e+04,2.608186340332031250e+02,-5.404208374023437500e+02,-3.326721801757812500e+02,-6.034053344726562500e+02,-2.396454811096191406e+00,-2.396454811096191406e+00,0.000000000000000000e+00
8.483200000000000000e+04,2.597568359375000000e+02,-5.325374755859375000e+02,-3.326721801757812500e+02,-5.927897338867187500e+02,-2.572134017944335938e+00,-2.572134017944335938e+00,0.000000000000000000e+00
8.483400000000000000e+04,2.592277832031250000e+02,-5.312083740234375000e+02,-3.326721801757812500e+02,-5.825903930664062500e+02,-1.991106033325195312e+00,-1.991106033325195312e+00,0.000000000000000000e+00
8.483700000000000000e+04,2.576483459472656250e+02,-5.263499755859375000e+02,-2.280816955566406250e+02,-5.686899414062500000e+02,7.185173034667968750e-01,7.185173034667968750e-01,0.000000000000000000e+00
8.483800000000000000e+04,2.565774841308593750e+02,-5.250208740234375000e+02,-2.280816955566406250e+02,-5.553345336914062500e+02,1.754901409149169922e+00,1.754901409149169922e+00,0.000000000000000000e+00
8.484000000000000000e+04,2.555173645019531250e+02,-5.233250122070312500e+02,-2.280816955566406250e+02,-5.425028076171875000e+02,2.761998176574707031e+00,2.761998176574707031e+00,0.000000000000000000e+00
8.484200000000000000e+04,2.544928283691406250e+02,-5.177791748046875000e+02,-2.280816955566406250e+02,-5.301741943359375000e+02,3.317273616790771484e+00,3.317273616790771484e+00,0.000000000000000000e+00
8.484400000000000000e+04,2.534991760253906250e+02,-5.093916625976562500e+02,-2.280816955566406250e+02,-5.183289794921875000e+02,3.517745494842529297e+00,3.517745494842529297e+00,0.000000000000000000e+00
8.484600000000000000e+04,2.525102233886718750e+02,-5.016916809082031250e+02,-2.280816955566406250e+02,-5.069482116699218750e+02,3.770576953887939453e+00,3.770576953887939453e+00,0.000000000000000000e+00
8.484800000000000000e+04,2.515387268066406250e+02,-4.902791748046875000e+02,-2.280816955566406250e+02,-4.960137023925781250e+02,3.548795223236083984e+00,3.548795223236083984e+00,0.000000000000000000e+00
8.485000000000000000e+04,2.505897216796875000e+02,-4.812041625976562500e+02,-2.280816955566406250e+02,-4.855079345703125000e+02,3.557895183563232422e+00,3.557895183563232422e+00,0.000000000000000000e+00
8.485200000000000000e+04,2.496407165527343750e+02,-4.704333190917968750e+02,-2.280816955566406250e+02,-4.754140930175781250e+02,3.325379610061645508e+00,3.325379610061645508e+00,0.000000000000000000e+00
8.485400000000000000e+04,2.487004394531250000e+02,-4.595250244140625000e+02,-2.280816955566406250e+02,-4.657160339355468750e+02,3.027715682983398438e+00,3.027715682983398438e+00,0.000000000000000000e+00
8.485700000000000000e+04,2.478309936523437500e+02,-4.489833374023437500e+02,-1.083263397216796875e+02,-4.517025756835937500e+02,5.640306472778320312e+00,5.640306472778320312e+00,0.000000000000000000e+00
8.485800000000000000e+04,2.469108581542968750e+02,-4.355541687011718750e+02,-1.083263397216796875e+02,-4.382385864257812500e+02,5.470113754272460938e+00,5.470113754272460938e+00,0.000000000000000000e+00
8.486000000000000000e+04,2.461260070800781250e+02,-4.295041809082031250e+02,-1.083263397216796875e+02,-4.253025207519531250e+02,6.131317138671875000e+00,6.131317138671875000e+00,0.000000000000000000e+00
8.486200000000000000e+04,2.452938232421875000e+02,-4.179083251953125000e+02,-1.083263397216796875e+02,-4.128736877441406250e+02,6.110875129699707031e+00,6.110875129699707031e+00,0.000000000000000000e+00
8.486400000000000000e+04,2.445217285156250000e+02,-4.026458435058593750e+02,-1.083263397216796875e+02,-4.009322204589843750e+02,5.599731922149658203e+00,5.599731922149658203e+00,0.000000000000000000e+00
8.486600000000000000e+04,2.437694396972656250e+02,-3.856875000000000000e+02,-1.083263397216796875e+02,-3.894589843750000000e+02,4.811380386352539062e+00,4.811380386352539062e+00,0.000000000000000000e+00
8.486800000000000000e+04,2.430399780273437500e+02,-3.695541687011718750e+02,-1.083263397216796875e+02,-3.784356079101562500e+02,4.037885665893554688e+00,4.037885665893554688e+00,0.000000000000000000e+00
8.487000000000000000e+04,2.423477783203125000e+02,-3.529625244140625000e+02,-1.083263397216796875e+02,-3.678444519042968750e+02,3.128384113311767578e+00,3.128384113311767578e+00,0.000000000000000000e+00
8.487200000000000000e+04,2.416935119628906250e+02,-3.400375061035156250e+02,-1.083263397216796875e+02,-3.576685791015625000e+02,2.576196193695068359e+00,2.576196193695068359e+00,0.000000000000000000e+00
8.487400000000000000e+04,2.410231323242187500e+02,-3.277999877929687500e+02,-1.083263397216796875e+02,-3.478917236328125000e+02,2.044004440307617188e+00,2.044004440307617188e+00,0.000000000000000000e+00
8.487700000000000000e+04,2.404114990234375000e+02,-3.150125122070312500e+02,-9.380475616455078125e+01,-3.379288330078125000e+02,1.739551544189453125e+00,1.739551544189453125e+00,0.000000000000000000e+00
8.487800000000000000e+04,2.397300415039062500e+02,-3.041041870117187500e+02,-9.380475616455078125e+01,-3.283565979003906250e+02,1.308426380157470703e+00,1.308426380157470703e+00,0.000000000000000000e+00
8.488000000000000000e+04,2.392107238769531250e+02,-3.007583312988281250e+02,-9.380475616455078125e+01,-3.191596984863281250e+02,1.737447738647460938e+00,1.737447738647460938e+00,0.000000000000000000e+00
8.488200000000000000e+04,2.386202392578125000e+02,-2.953958129882812500e+02,-9.380475616455078125e+01,-3.103233947753906250e+02,1.918484687805175781e+00,1.918484687805175781e+00,0.000000000000000000e+00
8.488400000000000000e+04,2.380203552246093750e+02,-2.816458129882812500e+02,-9.380475616455078125e+01,-3.018335876464843750e+02,1.070086479187011719e+00,1.070086479187011719e+00,0.000000000000000000e+00
8.488600000000000000e+04,2.375087585449218750e+02,-2.745874938964843750e+02,-9.380475616455078125e+01,-2.936766662597656250e+02,9.572224617004394531e-01,9.572224617004394531e-01,0.000000000000000000e+00
8.488800000000000000e+04,2.369891052246093750e+02,-2.683541870117187500e+02,-9.380475616455078125e+01,-2.858395690917968750e+02,9.137568473815917969e-01,9.137568473815917969e-01,0.000000000000000000e+00
8.489000000000000000e+04,2.364664306640625000e+02,-2.636791687011718750e+02,-9.380475616455078125e+01,-2.783097839355468750e+02,1.032811641693115234e+00,1.032811641693115234e+00,0.000000000000000000e+00
8.489200000000000000e+04,2.359461059570312500e+02,-2.584541625976562500e+02,-9.380475616455078125e+01,-2.710752258300781250e+02,1.069526910781860352e+00,1.069526910781860352e+00,0.000000000000000000e+00
8.489400000000000000e+04,2.354425659179687500e+02,-2.500666656494140625e+02,-9.380475616455078125e+01,-2.641243591308593750e+02,7.049491405487060547e-01,7.049491405487060547e-01,0.000000000000000000e+00
8.489700000000000000e+04,2.349497680664062500e+02,-2.447041625976562500e+02,-5.464159774780273438e+01,-2.559104309082031250e+02,1.618556261062622070e+00,1.618556261062622070e+00,0.000000000000000000e+00
8.489800000000000000e+04,2.344838256835937500e+02,-2.445208282470703125e+02,-5.464159774780273438e+01,-2.480185699462890625e+02,2.354810953140258789e+00,2.354810953140258789e+00,0.000000000000000000e+00
8.490000000000000000e+04,2.340084838867187500e+02,-2.374624938964843750e+02,-5.464159774780273438e+01,-2.404361572265625000e+02,2.275626897811889648e+00,2.275626897811889648e+00,0.000000000000000000e+00
8.490200000000000000e+04,2.335418701171875000e+02,-2.356291656494140625e+02,-5.464159774780273438e+01,-2.331510467529296875e+02,2.796674013137817383e+00,2.796674013137817383e+00,0.000000000000000000e+00
8.490400000000000000e+04,2.330786132812500000e+02,-2.247208404541015625e+02,-5.464159774780273438e+01,-2.261515960693359375e+02,2.225894689559936523e+00,2.225894689559936523e+00,0.000000000000000000e+00
8.490600000000000000e+04,2.324266967773437500e+02,-2.168374938964843750e+02,-5.464159774780273438e+01,-2.194266052246093750e+02,1.964849948883056641e+00,1.964849948883056641e+00,0.000000000000000000e+00
8.490800000000000000e+04,2.322309875488281250e+02,-2.168374938964843750e+02,-5.464159774780273438e+01,-2.129653015136718750e+02,2.617860078811645508e+00,2.617860078811645508e+00,0.000000000000000000e+00
8.491000000000000000e+04,2.318100280761718750e+02,-2.086333312988281250e+02,-5.464159774780273438e+01,-2.067573394775390625e+02,2.294103860855102539e+00,2.294103860855102539e+00,0.000000000000000000e+00
8.491200000000000000e+04,2.314142456054687500e+02,-2.000625000000000000e+02,-5.464159774780273438e+01,-2.007928009033203125e+02,1.886726617813110352e+00,1.886726617813110352e+00,0.000000000000000000e+00
8.491400000000000000e+04,2.310164489746093750e+02,-1.940125122070312500e+02,-5.464159774780273438e+01,-1.950621337890625000e+02,1.741015315055847168e+00,1.741015315055847168e+00,0.000000000000000000e+00
8.491700000000000000e+04,2.304863891601562500e+02,-1.829208374023437500e+02,-2.698846054077148438e+01,-1.884718627929687500e+02,1.633629679679870605e+00,1.633629679679870605e+00,0.000000000000000000e+00
8.491800000000000000e+04,2.301416320800781250e+02,-1.743500061035156250e+02,-2.698846054077148438e+01,-1.821399993896484375e+02,1.219854354858398438e+00,1.219854354858398438e+00,0.000000000000000000e+00
8.492000000000000000e+04,2.297958679199218750e+02,-1.693541564941406250e+02,-2.698846054077148438e+01,-1.760564117431640625e+02,1.195033073425292969e+00,1.195033073425292969e+00,0.000000000000000000e+00
8.492200000000000000e+04,2.294611816406250000e+02,-1.616083374023437500e+02,-2.698846054077148438e+01,-1.702113647460937500e+02,8.183646202087402344e-01,8.183646202087402344e-01,0.000000000000000000e+00
8.492400000000000000e+04,2.291600646972656250e+02,-1.565666656494140625e+02,-2.698846054077148438e+01,-1.645955047607421875e+02,7.297983169555664062e-01,7.297983169555664062e-01,0.000000000000000000e+00
8.492600000000000000e+04,2.288518981933593750e+02,-1.530375061035156250e+02,-2.698846054077148438e+01,-1.591998443603515625e+02,8.021838665008544922e-01,8.021838665008544922e-01,0.000000000000000000e+00
8.492800000000000000e+04,2.285635375976562500e+02,-1.443291625976562500e+02,-2.698846054077148438e+01,-1.540157623291015625e+02,2.376601696014404297e-01,2.376601696014404297e-01,0.000000000000000000e+00
8.493000000000000000e+04,2.282734985351562500e+02,-1.466666564941406250e+02,-2.698846054077148438e+01,-1.490349426269531250e+02,9.599188566207885742e-01,9.599188566207885742e-01,0.000000000000000000e+00
8.493200000000000000e+04,2.279992370605468750e+02,-1.370874938964843750e+02,-2.698846054077148438e+01,-1.442494201660156250e+02,2.689864635467529297e-01,2.689864635467529297e-01,0.000000000000000000e+00
8.493400000000000000e+04,2.277273254394531250e+02,-1.334208374023437500e+02,-2.698846054077148438e+01,-1.396515502929687500e+02,2.396819591522216797e-01,2.396819591522216797e-01,0.000000000000000000e+00
8.493700000000000000e+04,2.274681701660156250e+02,-1.327333374023437500e+02,-1.674525642395019531e+01,-1.348323211669921875e+02,8.044764995574951172e-01,8.044764995574951172e-01,0.000000000000000000e+00
8.493800000000000000e+04,2.272197570800781250e+02,-1.233374938964843750e+02,-1.674525642395019531e+01,-1.302020568847656250e+02,1.188942193984985352e-01,1.188942193984985352e-01,0.000000000000000000e+00
8.494000000000000000e+04,2.269837646484375000e+02,-1.188000030517578125e+02,-1.674525642395019531e+01,-1.257533569335937500e+02,-3.132247924804687500e-02,-3.132247924804687500e-02,0.000000000000000000e+00
8.494200000000000000e+04,2.267350158691406250e+02,-1.198083343505859375e+02,-1.674525642395019531e+01,-1.214790878295898438e+02,4.668661355972290039e-01,4.668661355972290039e-01,0.000000000000000000e+00
8.494400000000000000e+04,2.265064086914062500e+02,-1.167833328247070312e+02,-1.674525642395019531e+01,-1.173724212646484375e+02,4.930107593536376953e-01,4.930107593536376953e-01,0.000000000000000000e+00
8.494600000000000000e+04,2.262939147949218750e+02,-1.111000061035156250e+02,-1.674525642395019531e+01,-1.134267730712890625e+02,1.874077320098876953e-01,1.874077320098876953e-01,0.000000000000000000e+00
8.494800000000000000e+04,2.260810852050781250e+02,-1.058750000000000000e+02,-1.674525642395019531e+01,-1.096358413696289062e+02,-9.117686748504638672e-02,-9.117686748504638672e-02,0.000000000000000000e+00
8.495000000000000000e+04,2.258769836425781250e+02,-1.000083312988281250e+02,-1.674525642395019531e+01,-1.059935531616210938e+02,-4.729422330856323242e-01,-4.729422330856323242e-01,0.000000000000000000e+00
8.495200000000000000e+04,2.256769104003906250e+02,-9.982499694824218750e+01,-1.674525642395019531e+01,-1.024940795898437500e+02,-1.995303630828857422e-01,-1.995303630828857422e-01,0.000000000000000000e+00
8.495400000000000000e+04,2.254791870117187500e+02,-9.482917022705078125e+01,-1.674525642395019531e+01,-9.913182067871093750e+01,-5.011780261993408203e-01,-5.011780261993408203e-01,0.000000000000000000e+00
8.495700000000000000e+04,2.252948913574218750e+02,-9.331666564941406250e+01,-1.266740226745605469e+01,-9.574150085449218750e+01,-3.086234331130981445e-01,-3.086234331130981445e-01,0.000000000000000000e+00
8.495800000000000000e+04,2.250968322753906250e+02,-8.960416412353515625e+01,-1.266740226745605469e+01,-9.248412322998046875e+01,-4.661288857460021973e-01,-4.661288857460021973e-01,0.000000000000000000e+00
8.496000000000000000e+04,2.249309997558593750e+02,-8.859583282470703125e+01,-1.266740226745605469e+01,-8.935446929931640625e+01,-3.147487640380859375e-01,-3.147487640380859375e-01,0.000000000000000000e+00
8.496200000000000000e+04,2.247628173828125000e+02,-8.625833129882812500e+01,-1.266740226745605469e+01,-8.634752655029296875e+01,-3.240481019020080566e-01,-3.240481019020080566e-01,0.000000000000000000e+00
8.496400000000000000e+04,2.245956420898437500e+02,-8.103333282470703125e+01,-1.266740226745605469e+01,-8.345848846435546875e+01,-6.904968023300170898e-01,-6.904968023300170898e-01,0.000000000000000000e+00
8.496600000000000000e+04,2.244351806640625000e+02,-8.204167175292968750e+01,-1.266740226745605469e+01,-8.068273162841796875e+01,-3.325762748718261719e-01,-3.325762748718261719e-01,0.000000000000000000e+00
8.496800000000000000e+04,2.242827758789062500e+02,-7.869583129882812500e+01,-1.266740226745605469e+01,-7.801581573486328125e+01,-4.880374670028686523e-01,-4.880374670028686523e-01,0.000000000000000000e+00
8.497000000000000000e+04,2.241209716796875000e+02,-8.002500152587890625e+01,-1.266740226745605469e+01,-7.545346832275390625e+01,-9.546834230422973633e-02,-9.546834230422973633e-02,0.000000000000000000e+00
8.497200000000000000e+04,2.239615173339843750e+02,-7.649583435058593750e+01,-1.266740226745605469e+01,-7.299159240722656250e+01,-2.752320170402526855e-01,-2.752320170402526855e-01,0.000000000000000000e+00
8.497400000000000000e+04,2.238158264160156250e+02,-7.282917022705078125e+01,-1.266740226745605469e+01,-7.062625122070312500e+01,-4.887154102325439453e-01,-4.887154102325439453e-01,0.000000000000000000e+00
8.497700000000000000e+04,2.236714782714843750e+02,-7.466249847412109375e+01,1.229998111724853516e+00,-6.780873107910156250e+01,2.812920212745666504e-01,2.812920212745666504e-01,0.000000000000000000e+00
8.497800000000000000e+04,2.235264587402343750e+02,-7.200416564941406250e+01,1.229998111724853516e+00,-6.510168457031250000e+01,2.490755319595336914e-01,2.490755319595336914e-01,0.000000000000000000e+00
8.498000000000000000e+04,2.233811035156250000e+02,-7.113333129882812500e+01,1.229998111724853516e+00,-6.250078201293945312e+01,4.215099811553955078e-01,4.215099811553955078e-01,0.000000000000000000e+00
8.498200000000000000e+04,2.232518615722656250e+02,-6.696250152587890625e+01,1.229998111724853516e+00,-6.000186157226562500e+01,1.961504220962524414e-01,1.961504220962524414e-01,0.000000000000000000e+00
8.498400000000000000e+04,2.231256408691406250e+02,-6.558750152587890625e+01,1.229998111724853516e+00,-5.760092544555664062e+01,2.871704101562500000e-01,2.871704101562500000e-01,0.000000000000000000e+00
8.498600000000000000e+04,2.229849853515625000e+02,-6.696250152587890625e+01,1.229998111724853516e+00,-5.529413223266601562e+01,7.064752578735351562e-01,7.064752578735351562e-01,0.000000000000000000e+00
8.498800000000000000e+04,2.228678283691406250e+02,-5.940000152587890625e+01,1.229998111724853516e+00,-5.307778930664062500e+01,6.182116270065307617e-02,6.182116270065307617e-02,0.000000000000000000e+00
8.499000000000000000e+04,2.227459716796875000e+02,-6.141666793823242188e+01,1.229998111724853516e+00,-5.094834899902343750e+01,5.297985076904296875e-01,5.297985076904296875e-01,0.000000000000000000e+00
8.499200000000000000e+04,2.226338500976562500e+02,-5.568750000000000000e+01,1.229998111724853516e+00,-4.890240478515625000e+01,8.113235235214233398e-02,8.113235235214233398e-02,0.000000000000000000e+00
8.499400000000000000e+04,2.225260925292968750e+02,-5.587083435058593750e+01,1.229998111724853516e+00,-4.693668365478515625e+01,3.140795230865478516e-01,3.140795230865478516e-01,0.000000000000000000e+00
8.499700000000000000e+04,2.223642883300781250e+02,-5.435833358764648438e+01,7.099637985229492188e+00,-4.481789016723632812e+01,4.910631179809570312e-01,4.910631179809570312e-01,0.000000000000000000e+00
8.499800000000000000e+04,2.223159484863281250e+02,-4.913333511352539062e+01,7.099637985229492188e+00,-4.278217315673828125e+01,9.822785854339599609e-02,9.822785854339599609e-02,0.000000000000000000e+00
8.500000000000000000e+04,2.222098693847656250e+02,-5.202083206176757812e+01,7.099637985229492188e+00,-4.082627868652343750e+01,6.554520130157470703e-01,6.554520130157470703e-01,0.000000000000000000e+00
8.500200000000000000e+04,2.221256103515625000e+02,-4.496250152587890625e+01,7.099637985229492188e+00,-3.894707489013671875e+01,3.588360548019409180e-02,3.588360548019409180e-02,0.000000000000000000e+00
8.500400000000000000e+04,2.220306091308593750e+02,-4.597083282470703125e+01,7.099637985229492188e+00,-3.714155578613281250e+01,3.490172028541564941e-01,3.490172028541564941e-01,0.000000000000000000e+00
8.500600000000000000e+04,2.219205017089843750e+02,-3.588750076293945312e+01,7.099637985229492188e+00,-3.540683364868164062e+01,-6.651035547256469727e-01,-6.651035547256469727e-01,0.000000000000000000e+00
8.500800000000000000e+04,2.218328857421875000e+02,-4.193750000000000000e+01,7.099637985229492188e+00,-3.374013137817382812e+01,2.066915631294250488e-01,2.066915631294250488e-01,0.000000000000000000e+00
8.501000000000000000e+04,2.217623901367187500e+02,-3.740000152587890625e+01,7.099637985229492188e+00,-3.213878250122070312e+01,-1.566463112831115723e-01,-1.566463112831115723e-01,0.000000000000000000e+00
