tick,id,target,model,velocity,current,position,reference_current
188159,2,0.0,0.0,0.0,0.0,111.058837890625,0.00021262247173581272
188179,2,0.0,0.0,-0.048996008932590485,0.014253804460167885,111.080810546875,0.04954259842634201
188199,2,0.0,0.0,0.2163257598876953,-0.037208519876003265,111.080810546875,0.020199134945869446
188219,2,0.0,0.0,0.3287053108215332,-0.06355282664299011,111.058837890625,-0.056771762669086456
188239,2,0.0,0.0,0.7858504056930542,-0.1599024385213852,111.058837890625,-0.09291758388280869
188259,2,0.0,0.0,0.8600481748580933,-0.1854931116104126,111.01492309570312,-0.10992737859487534
188279,2,0.0,0.0,0.9487886428833008,-0.21466033160686493,110.99282836914062,-0.16818749904632568
188299,2,0.0,0.0,0.8114203214645386,-0.19328777492046356,111.01492309570312,-0.09674478322267532
188319,2,0.0,0.0,0.013284146785736084,-0.03944855555891991,111.01492309570312,-0.07293106615543365
188339,2,0.0,0.0,0.31617313623428345,-0.10090979188680649,111.036865234375,-0.026152562350034714
188359,2,0.0,0.0,-0.4978165030479431,0.0563785545527935,111.01492309570312,-0.04784005507826805
188379,2,0.0,0.0,-0.0782662034034729,-0.029519176110625267,111.036865234375,-0.04103613644838333
188399,2,0.0,0.0,0.23914098739624023,-0.09166023880243301,111.058837890625,-0.015096195042133331
188419,2,0.0,0.0,0.8606364130973816,-0.21901525557041168,111.036865234375,-0.09887100756168365
188439,2,0.0,0.0,1.4307146072387695,-0.33969637751579285,111.01492309570312,-0.13586731255054474
188459,2,0.0,0.0,0.4621674716472626,-0.15168552100658417,111.01492309570312,-0.10865164548158646
188479,2,0.0,0.0,0.40053385496139526,-0.14641675353050232,110.99282836914062,-0.12310997396707535
188499,2,0.0,0.0,-0.06286079436540604,-0.054036304354667664,111.01492309570312,-0.038909912109375
188519,2,0.0,0.0,-0.07384896278381348,-0.04953163117170334,111.036865234375,-0.012119480408728123
188539,2,0.0,0.0,0.5106237530708313,-0.16882595419883728,111.01492309570312,-0.10652542114257812
188559,2,0.0,0.0,0.03312437981367111,-0.07588478177785873,111.036865234375,-0.038909912109375
188579,2,0.0,0.0,0.7944555878639221,-0.22786889970302582,111.036865234375,-0.09291758388280869
188599,2,0.0,0.0,0.1765781193971634,-0.11283659934997559,110.97085571289062,-0.1061001718044281
