cycle,frequency_hz,fitted_travel_deg,raw_travel_deg,position_fit_residual_deg,saturation_fraction,valid,physical_velocity_model_gain,physical_velocity_model_phase_deg
1,0.21165641156396173,9.731047861463232,9.865966796875,0.08558745050993997,0.0,True,0.9725267375560942,2.7741047688626215
2,0.23427641779905267,9.435460536562344,9.426528930664062,0.09983187960343845,0.0,True,0.9411126565574569,2.7689820029032033
3,0.2575804172874892,9.577945064060295,9.75604248046875,0.08866511514773899,0.0,True,0.9564155393425184,2.0921388267496877
4,0.28078554416961987,9.489303160746731,9.382476806640625,0.10809699437890864,0.0,True,0.9483462612496453,2.9472329349869804
5,0.30376888218719095,9.899862299507719,9.909896850585938,0.09642971795409645,0.0,True,0.9888447348379226,4.1850389127111995
6,0.32615452309650955,9.442568615698358,9.492324829101562,0.09568195101095636,0.0,True,0.9415706996688086,3.9196701617725975
7,0.35056585879880575,9.466341765393285,8.98687744140625,0.09273607307061577,0.0,True,0.9474965973094664,3.9817601838983117
8,0.3724459549376234,9.668633559052376,9.360519409179688,0.06860104543969224,0.0,True,0.9648119617968988,4.64043604559344
9,0.39739380337748165,9.813978630701191,9.953826904296875,0.07815807349613527,0.0,True,0.9839400172305685,3.3385712037937396
10,0.41863695429096776,9.710160738705655,9.887924194335938,0.11990946724774233,0.0,True,0.9691685821075854,4.09449288283816
11,0.441967662870109,9.874056985611187,10.107589721679688,0.08167603713429651,0.0,True,0.9861161958561565,8.009993333666563
12,0.4656549673765947,10.005405151753465,9.777984619140625,0.09618215565374219,0.0,True,1.0008607720224343,4.4136398802396
13,0.4877071048889686,9.831932054480895,9.646087646484375,0.06816715926927958,0.0,True,0.981512955589065,5.260831303194121
14,0.5118945582948672,10.043019977411964,9.887924194335938,0.09158041854904728,0.0,True,1.0044159025273642,7.175744887517022
15,0.5344279595067987,9.983860547838402,9.975799560546875,0.09170842233040702,0.0,True,0.9979753452377101,7.389835383683034
16,0.5573242183130871,9.899504580365235,9.821929931640625,0.09879899673971282,0.0,True,0.9891918204713173,7.3909685770125515
17,0.5813430692182134,9.835756888775682,9.821914672851562,0.09038710559027491,0.0,True,0.9843825172318094,8.072463816173418
18,0.6036714721806694,9.92896004594737,10.129653930664062,0.06629141963298096,0.0,True,0.9927612046660151,8.276261640961602
19,0.6284580558354195,9.918823123272505,9.66802978515625,0.06597281422860794,0.0,True,0.9932998223511796,8.005439442487845
20,0.6500222803309962,10.10553886461815,10.173385620117188,0.07730545787268256,0.0,True,1.0104955099227384,9.309508812438057
21,0.6725922238029322,10.30448940250174,10.349212646484375,0.10242842590400257,0.0,True,1.0291630958584166,9.471165454320305
22,0.6958293218369538,10.524253841818362,10.634963989257812,0.07688433723818759,0.0,True,1.051596126149601,8.703059670422054
23,0.7173999327144801,10.398313470098127,10.2833251953125,0.0839419308245031,0.0,True,1.0367141698893207,10.069607587196089
24,0.7395491425030124,10.307968779471747,10.151535034179688,0.0830358912290766,0.0,True,1.0265342978996408,9.869213891161388
25,0.7676932835408528,10.59570642410396,10.656951904296875,0.08708882333608495,0.0,True,1.0633138410461627,10.063217116288262
26,0.7876841116893455,10.565629466181013,10.43719482421875,0.09332198189256262,0.0,True,1.0549088868487841,11.218611143532447
