cycle,frequency_hz,fitted_travel_deg,raw_travel_deg,position_fit_residual_deg,saturation_fraction,valid,physical_velocity_model_gain,physical_velocity_model_phase_deg
1,0.21640652528642088,8.384995420844877,8.12994384765625,0.15551224975102187,0.0,True,0.8351129581059735,-3.9857471802218245
2,0.24958883785754543,8.504414618798169,8.327682495117188,0.12574838010915337,0.0,True,0.8462399137976191,-3.0088804328506376
3,0.2837443709559418,8.428095972951773,8.217864990234375,0.11486808739620166,0.0,True,0.8412090528975816,-1.83515401021786
4,0.3169973248833203,8.449774635047529,8.349716186523438,0.1177875796919044,0.0,True,0.8426660850060763,-0.9829526734449581
5,0.35108539174461145,8.575383901985752,8.393646240234375,0.12147103679516338,0.0,True,0.8568630094639487,-0.5135936311045558
6,0.3847304602138525,8.541603334519678,8.30572509765625,0.11119516640947773,0.0,True,0.8536887934606537,0.7927211868955973
7,0.4177140031443073,8.53891658548989,8.393646240234375,0.12234551463613011,0.0,True,0.852459039931379,1.3334849929802917
8,0.45118779577672563,8.649654814446377,8.415618896484375,0.11528344640261755,0.0,True,0.8632259512970257,1.5487499375284113
9,0.48515192806379415,8.736836232622988,8.635330200195312,0.10736374308211333,0.0,True,0.8728611634504397,2.530337221606835
10,0.5171571277783829,8.851926246094926,8.723236083984375,0.10148900243234313,0.0,True,0.8820960414569922,3.2643261545695172
11,0.5534740320222793,8.927836806303613,8.811111450195312,0.10631516413133503,0.0,True,0.8940474171122801,3.93600500555182
12,0.5846396393447622,9.08055533156725,9.052841186523438,0.08470507086096442,0.0,True,0.9061117352612204,4.547009122302285
13,0.620343764940005,9.163359686778112,9.096786499023438,0.10027706605515783,0.0,True,0.9169469883756595,4.565134614961195
14,0.6549875376719462,9.15644285285054,8.986892700195312,0.10442137042726786,0.0,True,0.9177056938866058,5.350274026587691
15,0.6827941328838222,9.166820796885053,9.052841186523438,0.11418081854494201,0.0,True,0.9105374194266309,5.924748800877791
16,0.7212088416228085,9.303891431394636,9.272552490234375,0.10976527568173865,0.0,True,0.9313287318413992,6.148870720902742
17,0.75437832093726,9.31096679156236,9.40435791015625,0.11429748385852148,0.0,True,0.9324644020464908,6.912304996801591
18,0.7875602444965836,9.385485691049864,9.514297485351562,0.12241959286102697,0.0,True,0.938727590582258,7.171234612870631
19,0.8169405494646709,9.432636588603815,9.3604736328125,0.11662048822536603,0.0,True,0.9389766609502154,7.793736194109545
20,0.856645069815632,9.485122620594849,9.514236450195312,0.10871584820998852,0.0,True,0.9515763225593651,8.408593451172623
21,0.8890879106085303,9.601582917865343,9.580184936523438,0.11097920622452934,0.0,True,0.9622619509400322,9.340289748237732
22,0.9189642929480895,9.552001694378033,9.58013916015625,0.10238066794635692,0.0,True,0.9532903245389149,9.541715995627854
23,0.9524382261612112,9.56000482685814,9.5362548828125,0.12407529244436487,0.0,True,0.9547227101109732,9.862386636480712
24,0.9879344610822405,9.637323756750979,9.646072387695312,0.13213768554179783,0.0,True,0.963961098661517,10.269606017273961
25,1.0247190936412374,9.700154017095404,9.931747436523438,0.14865737457195927,0.0,True,0.9742064089343355,10.412133541746577
26,1.0533333711550212,9.708735671344115,10.019622802734375,0.14959107093331075,0.0,True,0.9702321964943355,10.528829556682247
27,1.0876431658860308,9.836824813344881,10.151412963867188,0.16538777028089666,0.0,True,0.9848932975106202,10.669244692039216
28,1.1200750403502648,9.83904325455323,10.173431396484375,0.16447888995700707,0.0,True,0.9849148472824985,9.691387335313719
29,1.155057944641814,10.02874316382339,9.997634887695312,0.13647775323577235,0.0,True,1.0018852637093139,10.086980338796087
30,1.1967735654344596,9.869157884359204,9.93170166015625,0.12105311364017517,0.0,True,0.993843726963772,10.329775879976786
31,1.2239704973437628,9.814850353535386,9.88775634765625,0.1219670153411069,0.0,True,0.9845474408911197,10.351896032058908
32,1.2506044027991154,9.920912483116334,9.953659057617188,0.13950572789919458,0.0,True,0.9899944884507149,10.71042489732968
33,1.2886392267540638,9.856782725287097,9.931747436523438,0.13252838779897572,0.0,True,0.9864604933489495,10.65312430562351
34,1.3280158267447415,9.809091177265481,9.93170166015625,0.14160793448000217,0.02702702702702703,True,0.9870740739469418,10.925802521290958
35,1.3421951142936366,9.713575345303514,9.73394775390625,0.15867543310203933,0.05405405405405406,False,0.963781085325181,10.05949683574709
36,1.3886156028910641,9.513436480555036,9.733993530273438,0.1390307754485484,0.05555555555555555,False,0.952730247691764,10.947544212226884
37,1.427828249355768,9.427736424802427,9.690017700195312,0.1585965894316408,0.05714285714285714,False,0.9474217262765405,12.699475164112755
38,1.4500790518350135,9.452502389968444,9.646087646484375,0.15980495402687617,0.029411764705882353,True,0.9427526329547433,12.918643316791048
