tick_ms,position_mm,velocity_mm_s,target_mm_s,internal_model_mm_s,current_command_A,unsaturated_current_A,saturated
1.580880000000000000e+05,2.502090000000000032e+02,-0.000000000000000000e+00,-6.000000000000000000e+02,-2.352599999999999980e+01,-1.000000000000000000e+01,-1.458799999999999919e+01,1.000000000000000000e+00
1.580900000000000000e+05,2.502069999999999936e+02,-3.210000000000000075e-01,-6.000000000000000000e+02,-4.613000000000000256e+01,-1.000000000000000000e+01,-1.695799999999999841e+01,1.000000000000000000e+00
1.580920000000000000e+05,2.501769999999999925e+02,-1.155000000000000071e+01,-6.000000000000000000e+02,-6.784799999999999898e+01,-1.000000000000000000e+01,-1.792800000000000082e+01,1.000000000000000000e+00
1.580940000000000000e+05,2.500999999999999943e+02,-3.286200000000000188e+01,-6.000000000000000000e+02,-8.871399999999999864e+01,-1.000000000000000000e+01,-1.760600000000000165e+01,1.000000000000000000e+00
1.580960000000000000e+05,2.499869999999999948e+02,-5.454200000000000159e+01,-6.000000000000000000e+02,-1.087620000000000005e+02,-1.000000000000000000e+01,-1.716100000000000136e+01,1.000000000000000000e+00
1.580980000000000000e+05,2.498329999999999984e+02,-7.315000000000000568e+01,-6.000000000000000000e+02,-1.280229999999999961e+02,-1.000000000000000000e+01,-1.700700000000000145e+01,1.000000000000000000e+00
1.581000000000000000e+05,2.496380000000000052e+02,-8.978799999999999670e+01,-6.000000000000000000e+02,-1.465300000000000011e+02,-1.000000000000000000e+01,-1.701500000000000057e+01,1.000000000000000000e+00
1.581020000000000000e+05,2.494259999999999877e+02,-1.095870000000000033e+02,-6.000000000000000000e+02,-1.643110000000000070e+02,-1.000000000000000000e+01,-1.657199999999999918e+01,1.000000000000000000e+00
1.581040000000000000e+05,2.491779999999999973e+02,-1.221919999999999931e+02,-6.000000000000000000e+02,-1.813940000000000055e+02,-1.000000000000000000e+01,-1.692200000000000060e+01,1.000000000000000000e+00
1.581060000000000000e+05,2.488499999999999943e+02,-1.357580000000000098e+02,-6.000000000000000000e+02,-1.978079999999999927e+02,-1.000000000000000000e+01,-1.708899999999999864e+01,1.000000000000000000e+00
1.581080000000000000e+05,2.485689999999999884e+02,-1.602789999999999964e+02,-6.000000000000000000e+02,-2.135780000000000030e+02,-1.000000000000000000e+01,-1.588000000000000078e+01,1.000000000000000000e+00
1.581100000000000000e+05,2.482009999999999934e+02,-1.753580000000000041e+02,-6.000000000000000000e+02,-2.287299999999999898e+02,-1.000000000000000000e+01,-1.574300000000000033e+01,1.000000000000000000e+00
1.581120000000000000e+05,2.478050000000000068e+02,-1.962119999999999891e+02,-6.000000000000000000e+02,-2.432880000000000109e+02,-1.000000000000000000e+01,-1.485500000000000043e+01,1.000000000000000000e+00
1.581140000000000000e+05,2.473720000000000141e+02,-2.117959999999999923e+02,-6.000000000000000000e+02,-2.572749999999999773e+02,-1.000000000000000000e+01,-1.454199999999999982e+01,1.000000000000000000e+00
1.581160000000000000e+05,2.468770000000000095e+02,-2.259130000000000109e+02,-6.000000000000000000e+02,-2.707130000000000223e+02,-1.000000000000000000e+01,-1.434999999999999964e+01,1.000000000000000000e+00
1.581180000000000000e+05,2.463969999999999914e+02,-2.497460000000000093e+02,-6.000000000000000000e+02,-2.836250000000000000e+02,-1.000000000000000000e+01,-1.294200000000000017e+01,1.000000000000000000e+00
1.581200000000000000e+05,2.458569999999999993e+02,-2.672080000000000268e+02,-6.000000000000000000e+02,-2.960299999999999727e+02,-1.000000000000000000e+01,-1.224900000000000055e+01,1.000000000000000000e+00
1.581220000000000000e+05,2.452839999999999918e+02,-2.811419999999999959e+02,-6.000000000000000000e+02,-3.079490000000000123e+02,-1.000000000000000000e+01,-1.192999999999999972e+01,1.000000000000000000e+00
1.581240000000000000e+05,2.446819999999999879e+02,-2.990620000000000118e+02,-6.000000000000000000e+02,-3.193999999999999773e+02,-1.000000000000000000e+01,-1.108600000000000030e+01,1.000000000000000000e+00
1.581260000000000000e+05,2.440219999999999914e+02,-3.162040000000000077e+02,-6.000000000000000000e+02,-3.304030000000000200e+02,-1.000000000000000000e+01,-1.029100000000000037e+01,1.000000000000000000e+00
1.581280000000000000e+05,2.433429999999999893e+02,-3.339870000000000232e+02,-6.000000000000000000e+02,-3.409739999999999895e+02,-9.397999999999999687e+00,-9.397999999999999687e+00,0.000000000000000000e+00
1.581300000000000000e+05,2.426630000000000109e+02,-3.512669999999999959e+02,-6.000000000000000000e+02,-3.511299999999999955e+02,-8.486000000000000654e+00,-8.486000000000000654e+00,0.000000000000000000e+00
1.581320000000000000e+05,2.419060000000000059e+02,-3.677210000000000036e+02,-6.000000000000000000e+02,-3.608890000000000100e+02,-7.584999999999999964e+00,-7.584999999999999964e+00,0.000000000000000000e+00
