cycle,frequency_hz,fitted_travel_deg,raw_travel_deg,position_fit_residual_deg,saturation_fraction,valid,physical_velocity_model_gain,physical_velocity_model_phase_deg
1,0.2112763990629763,9.916995202113883,9.756011962890625,0.10518679869932722,0.0,True,0.9892422015330369,2.08398124916395
2,0.2345143549948435,10.01478393299554,10.08563232421875,0.09234520954042691,0.0,True,1.0000543430202933,3.2757983777558253
3,0.257203959353778,9.543137856788695,9.69012451171875,0.07642750985368398,0.0,True,0.9518093520660269,3.7818439215129502
4,0.28043797595526215,10.085654465668844,9.975799560546875,0.08386588438810999,0.0,True,1.0066722938109012,1.1821047365715456
5,0.30380253748446717,10.272481359243088,10.371307373046875,0.10045151485040198,0.0,True,1.0267092966379376,3.3481263041950498
6,0.3277202751964166,9.899408598154112,9.9097900390625,0.09003421556456281,0.0,True,0.99185850830182,2.8386016164877566
7,0.34943763399549743,9.759171719279758,9.73419189453125,0.0770728169614504,0.0,True,0.9735260229652598,5.276270843822536
8,0.37308804077796265,9.678917866975702,9.536376953125,0.09171455868552887,0.0,True,0.9672600899629752,4.2402804657428135
9,0.39621755138228576,9.776225058644258,9.887908935546875,0.10845027923357245,0.0,True,0.9770763079714054,5.482479768676476
10,0.419295684760918,9.991838733901618,9.865966796875,0.07360538291620558,0.0,True,0.9989444772114667,5.595819642493899
11,0.44270776128961625,9.641864155984573,9.36053466796875,0.0906477816118904,0.0,True,0.9648579955533824,4.240984983168691
12,0.465107871044252,9.967752958252804,9.734039306640625,0.07585149400442301,0.0,True,0.9960047401187903,5.562112691149862
13,0.4871567562802621,10.114670120471649,10.129669189453125,0.07145514801816119,0.0,True,1.008208622495283,7.052779560456096
14,0.5131810281368352,9.934583833911626,9.558349609375,0.10052889364429765,0.0,True,0.9961637177868483,7.025380064980964
15,0.5331178296346828,10.051264354294322,10.06365966796875,0.07665576176378444,0.0,True,1.0016588310410592,8.98122096778626
16,0.5585786738813205,10.339450324923844,10.06365966796875,0.08356180586496219,0.0,True,1.0350799858816693,7.049526075254525
17,0.5801788267416773,10.192797290903156,10.04168701171875,0.08834130692658534,0.0,True,1.0180814182400697,7.290136585041008
18,0.6040746398357897,10.049465344953374,10.08563232421875,0.08152175794124458,0.0,True,1.005042522746183,7.651928451566815
19,0.6261899909403849,9.942008937525163,10.195465087890625,0.08272491634205789,0.0,True,0.9926142913225443,8.204647529620816
20,0.6534563405093109,10.20394377960856,10.2174072265625,0.081884585114023,0.0,True,1.025367975777116,9.866926670085087
21,0.6694819687071326,10.240904788204197,10.195465087890625,0.08880663723536546,0.0,True,1.0189912401486088,9.020514399190535
22,0.7000865464532103,9.938692804784285,10.085601806640625,0.11300684033331028,0.0,True,0.9997602659212577,10.509042643498342
23,0.7175044375535506,10.286241377217515,10.43719482421875,0.0775152656018592,0.0,True,1.0256628413866256,10.732598140318181
24,0.7442160138507572,10.477294562149877,10.525054931640625,0.08789749637255784,0.0,True,1.0500151612407749,9.388410855851673
25,0.760924514881844,10.266259677619807,10.2174072265625,0.0835310340566333,0.0,True,1.0210618590531368,11.73657803352996
26,0.7874384245986674,10.382981977478602,10.327239990234375,0.09470447774783526,0.0,True,1.0375898358081004,11.608820292872569
