time,f7_time,stage,target,position,velocity,current,state,code
0.0067982940236106515,290.424,idle,0.0,100.29074096679688,-0.0,-0.08500000089406967,0,1
0.01705970399780199,290.434,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.027132636052556336,290.444,idle,0.0,100.29074096679688,-0.0,0.0729999989271164,0,1
0.036824393027927727,290.454,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.047028277011122555,290.464,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.056630830047652125,290.474,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.06691615399904549,290.484,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.07678429799852893,290.494,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.08707220602082089,290.504,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.09665163699537516,290.514,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.10697601304855198,290.524,idle,0.0,100.29074096679688,-0.0,0.0729999989271164,0,1
0.11685016803676262,290.534,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.12815147801302373,290.544,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.13700268301181495,290.554,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.14697932702256367,290.564,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.1567266780184582,290.574,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.1669175470015034,290.584,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.1767113740206696,290.594,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.18706937204115093,290.604,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.1970155000453815,290.614,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.2071128660463728,290.624,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.21693517500534654,290.634,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.2272415580227971,290.644,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.23697284900117666,290.654,idle,0.0,100.29074096679688,-0.0,-0.03200000151991844,0,1
0.24719937500776723,290.664,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.25688997004181147,290.674,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.26721018902026117,290.684,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.27706779300933704,290.694,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.28711103001842275,290.704,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.29700276703806594,290.714,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.30715138802770525,290.724,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.31707637704676017,290.734,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.32697492704028264,290.744,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.3371108050341718,290.754,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.34699931601062417,290.764,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.3569471969967708,290.774,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.36699917004443705,290.784,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.3766907069948502,290.794,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.38699682999867946,290.804,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.39667008304968476,290.814,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.40702969400445,290.824,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.41725961602060124,290.834,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.42749031900893897,290.844,idle,0.0,100.29074096679688,-0.0,0.0729999989271164,0,1
0.43670348305022344,290.854,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.4470616320031695,290.864,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.45667245000367984,290.874,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.46735078003257513,290.884,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.4772168900235556,290.894,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.4870928180171177,290.904,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.4968854620237835,290.914,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.5072260180022568,290.924,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.516958661028184,290.934,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.5273067009984516,290.944,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.5369185809977353,290.954,idle,0.0,100.29074096679688,-0.0,-0.08500000089406967,0,1
0.5482513490132987,290.964,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.5566428560414352,290.974,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.5669175200164318,290.984,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.5768035870278254,290.994,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.587041073013097,291.004,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.5975901240017265,291.014,idle,0.0,100.29074096679688,-0.0,-0.03200000151991844,0,1
0.607157091028057,291.024,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.6171287060133182,291.034,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.6271358160302043,291.044,idle,0.0,100.29074096679688,-0.0,-0.08500000089406967,0,1
0.6367343520396389,291.054,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.647160355001688,291.064,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.6568166080396622,291.074,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.6673452510149218,291.084,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.6768235950148664,291.094,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.6870937410276383,291.104,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.6967667340068147,291.114,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.7068812530487776,291.124,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.7169373030192219,291.134,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.7270800240221433,291.144,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.7369887120439671,291.154,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.7472001200076193,291.164,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.757984756026417,291.174,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.7671269490383565,291.184,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.7767796450061724,291.194,idle,0.0,100.29074096679688,-0.0,-0.2540000081062317,0,1
0.7870601400500163,291.204,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
0.796823590004351,291.214,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.8074512370512821,291.224,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.81684042600682,291.234,idle,0.0,100.29074096679688,-0.0,0.0560000017285347,0,1
0.8272129410179332,291.244,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.8368679709965363,291.254,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.8469234509975649,291.264,idle,0.0,100.29074096679688,-0.0,-0.08500000089406967,0,1
0.8566150279948488,291.274,idle,0.0,100.29074096679688,-0.0,-0.014999999664723873,0,1
0.8671547020203434,291.284,idle,0.0,100.29074096679688,-0.0,0.0020000000949949026,0,1
